scenario,mapping_threshold,age_group,metric,module,module_label,n_CTL_male,mean_CTL_male,sd_CTL_male,median_CTL_male,min_CTL_male,max_CTL_male,n_ASD_male,mean_ASD_male,sd_ASD_male,median_ASD_male,min_ASD_male,max_ASD_male,n_CTL_female,mean_CTL_female,sd_CTL_female,median_CTL_female,min_CTL_female,max_CTL_female,n_ASD_female,mean_ASD_female,sd_ASD_female,median_ASD_female,min_ASD_female,max_ASD_female,cohens_d_male_CTL_minus_ASD,cohens_d_female_CTL_minus_ASD,delta_d_female_minus_male,abs_delta_d,stronger_in_d,interaction_pattern_d
OVERALL_ageSexMatched_fd-0.2,fd-0.2,teen_13_17,PC_neg,7,M7 Limbic,126,0.7326196683256835,0.090945315626828,0.7542691643386409,0.0,0.8177117896121309,106,0.7444773165786635,0.06800247665474025,0.7634760115546046,0.4636536829384762,0.8252377163801417,42,0.7560744762579417,0.04070069178552056,0.767661722343524,0.6501837663937884,0.8143718077912333,18,0.6949968176714026,0.18219948636717442,0.7472082888979235,0.0,0.8139839201979766,-0.14588854041786392,0.5849894167560028,0.7308779571738667,0.7308779571738667,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,adult_18_plus,PC,5,M5 Visual-B,131,0.8463301766010672,0.00699939656263801,0.847490549228701,0.8085057048924041,0.8570709275107515,113,0.8449064669611533,0.007203979801682979,0.8457382705579103,0.8235131058120744,0.8568190303706491,22,0.8450173097361975,0.006140218779017794,0.8468163486612882,0.8308968051211191,0.85603484271285,14,0.8483197314844934,0.006418249330682114,0.8485657642846443,0.8355796474945787,0.8578146871549278,0.2006690836312611,-0.5285578320710876,-0.7292269157023488,0.7292269157023488,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,PC,1,M1 Somatomotor,70,0.8512720575733139,0.005740690738844423,0.8520082533206528,0.8370364282239556,0.8635475669944074,64,0.8517586450826712,0.0063519499842173525,0.8515705007117725,0.8239754937215341,0.8623709088394267,49,0.8489350447104931,0.006069163871434179,0.8486496287799677,0.8337534223428903,0.8615017463587005,10,0.8539169318331089,0.007145347591300559,0.8559405773852822,0.8447625873863273,0.8623339185794353,-0.08055885268085552,-0.7969213139382226,-0.7163624612573671,0.7163624612573671,female,same_direction_stronger_in_female
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,PC,5,M5 Visual-B,70,0.8454134145215167,0.0060659253281971645,0.8459666853242476,0.8278946747762154,0.8561242059724778,64,0.8480846200536651,0.0061598108332721726,0.8483114218249878,0.8317995800041822,0.8616599939166174,49,0.8463264569998175,0.005076799912941978,0.8467277390740398,0.8354537446237373,0.8559886038849815,10,0.8446314908767343,0.010764653717802133,0.8486110800311021,0.823604463656425,0.8545005036757654,-0.43712044093527314,0.26799491307037393,0.7051153540056471,0.7051153540056471,male,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,adult_18_plus,Z_pos,5,M5 Visual-B,131,0.21837071740860337,0.1538489862815128,0.2513939567221871,-0.307295585731594,0.5658043533400259,113,0.22223637264005366,0.13370338951887417,0.219905610478591,-0.0799582772963265,0.5051640957851943,22,0.20698267414706234,0.1705994348142301,0.24776311501631354,-0.1761887630527772,0.5044995700298142,14,0.09139478056762299,0.18936685118372,0.11134506059788706,-0.3052499722627666,0.3122857885250765,-0.026682867227759945,0.6493373485954012,0.6760202158231611,0.6760202158231611,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,PC,2,M2 Visual-A,70,0.8535551035458763,0.0032875318545293915,0.8535090747939101,0.8458103871067272,0.8607288920776117,64,0.8524273034678824,0.004934211268236661,0.8526913425675505,0.8291462575613515,0.8633868714730424,49,0.8524611471494259,0.003280269487904866,0.8521862290596156,0.8462340277285118,0.859545641375097,10,0.8538427610653297,0.004252906200440013,0.8544344275403546,0.8460887376223916,0.8585938936923362,0.2713893255917768,-0.40022292645867447,-0.6716122520504513,0.6716122520504513,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,adult_18_plus,PC_neg,3,M3 DefaultMode,131,0.7470838208086455,0.0922924448074569,0.771509491962667,0.0,0.8242264402520518,113,0.7455959811114344,0.09190162917492319,0.7645226831296484,0.0,0.8333921497483588,22,0.7566040631110469,0.03670981976449857,0.7614484510067179,0.6872803673182524,0.8201522612203708,14,0.7799848435412562,0.03402242458501241,0.78866648256882,0.7214741779958308,0.8335230747040818,0.01615254570345574,-0.6548105115328793,-0.670963057236335,0.670963057236335,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,Strength_neg,8,M8 VentralAttention,70,9.141658229644028,5.672515070334533,8.025919657113263,0.8449341598898172,22.888835022458807,64,9.916472571580357,5.585858602982273,9.551321761508007,2.075896328082308,23.225418825342786,49,9.215056577185555,5.183970851867276,8.645656806933403,1.3241472500376403,24.11588168796152,10,13.263654186547502,4.709790469566389,12.266924749012103,8.533062533533666,21.52662242203951,-0.13759011701688884,-0.7919752773954976,-0.6543851603786087,0.6543851603786087,female,same_direction_stronger_in_female
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,Strength_neg,6,M6 Frontoparietal,70,8.222682813410106,4.689534664130765,7.608025886089308,0.9587181769311428,20.015447189565748,64,9.350493717206177,4.791847461768778,9.318633930524811,1.6639092611148951,20.63987594563514,49,8.249478027926532,4.482286534849066,7.404080847278237,1.217662856914103,17.659530723365606,10,12.447105048228696,6.1975861145428395,11.09381158708129,5.359567580395378,23.32240224722773,-0.23800301027124915,-0.8755818644308709,-0.6375788541596218,0.6375788541596218,female,same_direction_stronger_in_female
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,Strength_neg,1,M1 Somatomotor,70,8.08706350255109,5.436590332918656,7.543477487517521,0.5415468215942383,21.662529548164457,64,7.962100475221632,5.254579429116416,7.7197123428341,0.7934146584011614,23.232025919482112,49,7.352925902547473,4.291095251700049,7.290723595884629,1.0268506035208702,18.819238649623003,10,10.08992390393978,6.17511400126289,8.510010470752604,3.5963758938014507,21.847628059214912,0.023355419100728535,-0.5899065473598315,-0.6132619664605601,0.6132619664605601,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,adult_18_plus,PC,4,M4 DorsalAttention,131,0.8465881057795422,0.005138464999443131,0.8477467274059635,0.8307059132602503,0.8562007331108186,113,0.8456599072915895,0.005200065055464902,0.8461440444281059,0.8324284428289179,0.8568139930768379,22,0.8465823881930102,0.004031543901517236,0.8455674422768904,0.8379402679503437,0.8557026358206036,14,0.8483875428718607,0.004386939346134153,0.8469664243335173,0.8387361012071081,0.8555694069452151,0.17963745665816233,-0.432786235837149,-0.6124236924953113,0.6124236924953113,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,teen_13_17,PC_neg,3,M3 DefaultMode,126,0.7276735328685192,0.10109327795893555,0.7558183076440241,0.0,0.8166761387257273,106,0.7433612010614001,0.07264546423142462,0.7634544980504454,0.4078150505526117,0.8192774668585422,42,0.7446070076839876,0.051543187400803804,0.7552880305225824,0.5774252653712287,0.8220357194236978,18,0.6979410932226698,0.18317436205870546,0.7582295819082527,0.0,0.7977400865378869,-0.17579497614753217,0.4311968550229707,0.6069918311705029,0.6069918311705029,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,adult_18_plus,Strength_pos,5,M5 Visual-B,131,46.66497399764055,15.10500396646519,44.45409378455952,21.079104732489213,118.96181374788284,113,49.842902055439964,14.755952065486934,46.80039283074439,23.532324948813766,108.9632364101708,22,48.34997433196788,16.64173574917305,42.274924284545705,23.867982128547737,82.62723847292364,14,42.543737164875246,13.41527030157472,39.953506108839065,26.601310494355857,67.97924771672115,-0.21264905814758087,0.3748944305680723,0.5875434887156532,0.5875434887156532,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,teen_13_17,PC_neg,2,M2 Visual-A,126,0.733206402984981,0.10154247310149203,0.7581029157253026,0.0,0.8215894545128686,106,0.7384491256225224,0.07098558004173806,0.7574048652780319,0.48584886351558293,0.8190703706906741,42,0.7427782454119013,0.051692078124233785,0.7543717879270877,0.568036684898831,0.8048018824736008,18,0.6893979548996615,0.18110615300990274,0.7366768747351138,0.0,0.8009884707640047,-0.05896983635437754,0.4977195422177212,0.5566893785720988,0.5566893785720988,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,teen_13_17,Z,4,M4 DorsalAttention,126,0.15692680299019335,0.14176779720870747,0.16049465254001205,-0.2162417542106955,0.4648565286070605,106,0.12670167516226793,0.15986317935198913,0.12884797971307008,-0.3783679740595567,0.49778021553207186,42,0.14968323134890135,0.17143625822644515,0.15765652323966417,-0.27199235279011336,0.4615557542270778,18,0.20315597381401235,0.1152428657000377,0.20934577823130426,-0.015144046663413652,0.3825254020563358,0.20109966831764567,-0.3404550483426579,-0.5415547166603035,0.5415547166603035,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,PC_pos,8,M8 VentralAttention,70,0.8033524856920029,0.028328618773324273,0.8101445282015542,0.7084949558734623,0.8461896187089583,64,0.8032670561125923,0.03652007468088734,0.8069226106797724,0.601655195313664,0.845313560967499,49,0.8036275614056037,0.026341882834106232,0.8096210262591094,0.7371011457660637,0.8392906357111086,10,0.7902464471358334,0.011680566388905824,0.7896238821306538,0.776186333592386,0.8144332924227232,0.002628863286373978,0.5436267144883972,0.5409978512020232,0.5409978512020232,female,same_direction_stronger_in_female
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,Z_pos,8,M8 VentralAttention,70,0.1620707072422148,0.12644440009467117,0.16351088367626088,-0.1229905105582209,0.402734230469255,64,0.15780642116149415,0.12724375078333905,0.1599240176000672,-0.0744265364025505,0.4272825718440921,49,0.17563660676046347,0.13785846556206413,0.1792062734482014,-0.1688421342541071,0.4972347149107306,10,0.09704877935998978,0.13406618230960893,0.0748804400085096,-0.0786884061242122,0.3207019725293913,0.03362297975684046,0.5725194553508357,0.5388964755939952,0.5388964755939952,female,same_direction_stronger_in_female
OVERALL_ageSexMatched_fd-0.2,fd-0.2,teen_13_17,Z,8,M8 VentralAttention,126,0.14988084922696848,0.15302779011493703,0.1721624087384076,-0.2685669731560106,0.553370826600713,106,0.10432094289154603,0.16412318406288817,0.11748266652473449,-0.2499719301679744,0.3956219696617245,42,0.10033079399302658,0.1457535845596479,0.08904366042304304,-0.209088490036943,0.4874200624399461,18,0.13743536354302896,0.1538290300386366,0.1549682019150069,-0.2297591961183433,0.4376708511856845,0.2880081344978303,-0.25042545026652613,-0.5384335847643564,0.5384335847643564,male,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,PC_pos,5,M5 Visual-B,70,0.817942344896903,0.026510911578620466,0.8256464925659586,0.7281690788752648,0.8510163322337604,64,0.8217193678242691,0.0238337248593958,0.827965118625378,0.7625395339246549,0.8523656971031612,49,0.8179106495741468,0.024493534576160682,0.824908366706439,0.7409246348558491,0.8484761723434437,10,0.8081409456545622,0.028440121817013393,0.8082352733432736,0.7632735481142414,0.8513858517030697,-0.14947513163408715,0.38833583955508405,0.5378109711891712,0.5378109711891712,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,preteen_10_12,Z_neg,2,M2 Visual-A,122,-0.2926333637323265,0.15021798421175248,-0.29549302688195156,-0.682666948135566,0.08905870452130155,77,-0.3161293839002612,0.139406039785555,-0.3111280987724603,-0.6265712316999772,0.029787304372484752,46,-0.29034021948651506,0.14262112043656486,-0.31864751182863477,-0.5586228264984376,0.1028172284226103,14,-0.23586674538604516,0.15499961360709025,-0.2644811733315071,-0.4848573109582256,0.0836432428543047,0.16077562731456269,-0.37442103855796016,-0.5351966658725229,0.5351966658725229,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,adult_18_plus,PC,6,M6 Frontoparietal,131,0.8419254973867107,0.006453468025362738,0.8425845058686138,0.8220817290022291,0.8566572557164029,113,0.8411944868372331,0.006880177493483788,0.8426619450780889,0.8232225824545196,0.8557119202028456,22,0.8430653753241478,0.004935355891189692,0.8437871977003615,0.8286247656447747,0.8490669124653515,14,0.8449158321047329,0.003697600537538316,0.8436719661260689,0.8404370447072804,0.8525425967890471,0.10985444490497016,-0.41098831000948766,-0.5208427549144579,0.5208427549144579,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,teen_13_17,Z_pos,8,M8 VentralAttention,126,0.17563911161077353,0.14394937305448677,0.1884871366410661,-0.1928933060186564,0.5060007536939696,106,0.1451022178105156,0.14293588676710065,0.15539378318846964,-0.2091187605934686,0.417589824780442,42,0.1350450134822097,0.14505437346131278,0.1363927427512382,-0.1323422929741698,0.5231723323195867,18,0.18161536780654602,0.17150018063404632,0.19294519023560097,-0.2307698873951807,0.4991253982656846,0.21281906943580384,-0.3038270596549424,-0.5166461290907463,0.5166461290907463,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,preteen_10_12,Strength_pos,3,M3 DefaultMode,122,42.38141052699757,14.824191667807852,38.22338661045069,20.134188805241138,104.30480639915912,77,43.93364113910332,13.021886148038096,42.31526350602508,22.74356723157689,77.2383537106216,46,46.0842316749634,15.931335834287573,43.007511028437875,25.10638620518148,108.7143238335848,14,40.06348189757929,12.922151203934593,37.004089263034984,25.3075425256975,74.59606846421957,-0.1096510186728045,0.39329757445339103,0.5029485931261956,0.5029485931261956,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,PC,6,M6 Frontoparietal,70,0.8423272853737591,0.006450198365822443,0.8441710769939237,0.8247472562760492,0.8523486055776703,64,0.8433920312062793,0.005029589976885216,0.8448255415652108,0.8241596505333199,0.8511367193175035,49,0.8414747915009837,0.005736660058188237,0.8417046617709953,0.8262931373372551,0.8501642088266026,10,0.8452874986967973,0.004606572906595159,0.8460053311322387,0.8380712186917745,0.8527421697701278,-0.18308346850660506,-0.684080217840075,-0.5009967493334699,0.5009967493334699,female,same_direction_stronger_in_female
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,Z_neg,8,M8 VentralAttention,70,-0.32323813074771085,0.08981963621747699,-0.3096697715283147,-0.6020143389246995,-0.0995174000796956,64,-0.33696782021544847,0.11039474487464986,-0.3488769996782165,-0.6118975365722918,-0.0323751054560507,49,-0.31825996194278044,0.07569888743406078,-0.3150778172249325,-0.5141672699513058,-0.1043226799047972,10,-0.28656416510457816,0.13687519986272292,-0.30169686048122013,-0.5148785382559531,-0.0646095066725091,0.13706640636669795,-0.3592606481470311,-0.49632705451372905,0.49632705451372905,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,teen_13_17,PC_neg,1,M1 Somatomotor,126,0.7123519296571956,0.091110041560947,0.739270923234311,0.2825284124212657,0.8249119296624812,106,0.7028192413857653,0.11136763674240475,0.7383935892483192,0.2018139993411469,0.813198456930019,42,0.7266995466090553,0.0696419186171052,0.7428988563071053,0.4509094590505769,0.8096170152815818,18,0.6603144525343501,0.17713203406102973,0.7231955863634232,0.0,0.7854436351659467,0.09451025162560073,0.5908245259406493,0.49631427431504854,0.49631427431504854,female,same_direction_stronger_in_female
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,Strength_neg,5,M5 Visual-B,70,9.098215098485058,5.412618506652592,8.611208818329033,0.9435565322637558,21.093926953151826,64,10.131770571299995,5.909638685100678,8.998295022291131,1.152057804632932,23.94709270540625,49,9.755815007691014,6.099999769430286,8.178099910495803,1.461618758738041,20.838655307888985,10,14.154626235875913,9.380672926806769,12.325942474068142,5.364682768471539,38.5102366847932,-0.1827592464485003,-0.6540739080315177,-0.4713146615830174,0.4713146615830174,female,same_direction_stronger_in_female
OVERALL_ageSexMatched_fd-0.2,fd-0.2,teen_13_17,PC_neg,6,M6 Frontoparietal,126,0.7348918526385287,0.07639620592416874,0.7627809063707431,0.4666620531029966,0.8174935002650291,106,0.74005736317183,0.07541731542488812,0.77008974524355,0.4634639614842964,0.8307504793066974,42,0.7460103472182975,0.05597235816322937,0.7608479643242783,0.5931707276101164,0.8160796813240918,18,0.7018950410636715,0.18445343503597786,0.7528410220389293,0.0,0.8015880046015191,-0.06801119495555517,0.39961551425967273,0.4676267092152279,0.4676267092152279,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,teen_13_17,Strength_pos,7,M7 Limbic,126,38.71954508483784,15.241469780356915,35.180707204388455,0.0,98.38709535077214,106,38.70117521752894,14.786127841428652,34.373546046583215,15.689443016599398,90.12864988483489,42,37.51359975401924,10.907195473008292,36.61740952753462,22.659997412818484,62.65512359200511,18,44.670384303074066,22.798378950985295,44.57752416469157,19.227827626280487,121.9239124506712,0.0012217819824392078,-0.4654308249064784,-0.46665260688891763,0.46665260688891763,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,teen_13_17,Strength_neg,7,M7 Limbic,126,8.849350300029434,5.435517879299127,8.41390553698875,0.0,29.272084327414632,106,9.660867795605297,5.687283896978162,9.593341592350043,1.0059634109493345,30.10281983227469,42,9.143424852113702,5.104926116533841,7.415446959581459,1.4953685894142836,21.72864661179483,18,7.559502535763588,4.787257650518199,6.864868635129824,0.0401732288300991,17.739392544375733,-0.14617009046226628,0.31590612480340036,0.46207621526566667,0.46207621526566667,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,Strength_neg,7,M7 Limbic,70,9.747543016848066,5.126253331638687,9.385137686447706,0.9563522348180412,19.078734728507698,64,11.052275042626547,5.848806047342708,10.681749306997517,1.3454538695514202,27.660894266329706,49,12.055200419885889,6.071378442322819,11.29973134212196,2.010565641336143,30.49546672683209,10,16.43922758694098,7.243650704984948,14.65699609555304,7.465716824866831,28.44655493460596,-0.2379595749380737,-0.6990887308096786,-0.46112915587160486,0.46112915587160486,female,same_direction_stronger_in_female
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,Z_neg,4,M4 DorsalAttention,70,-0.33078870774131897,0.1514692918862173,-0.34693567380622653,-0.5865506109194099,0.0,64,-0.3141758932584803,0.1283089359086898,-0.3152189522943611,-0.5732347642956895,0.08213265252188105,49,-0.3788374283711524,0.17189295141496397,-0.4415080135642193,-0.6556375504886551,0.0,10,-0.2866360181127838,0.057662602853220425,-0.29892646899770026,-0.35209671374471596,-0.16502749561543145,-0.11791235876309562,-0.5784452480005938,-0.4605328892374982,0.4605328892374982,female,same_direction_stronger_in_female
OVERALL_ageSexMatched_fd-0.2,fd-0.2,teen_13_17,Strength_neg,5,M5 Visual-B,126,7.9972710833107055,5.07014434974111,7.4732134815640165,0.0,30.127162764183595,106,9.143590458737684,6.371318701216938,8.92118501017103,0.3031798675656318,36.075504299253225,42,8.666039064153406,5.484613399538505,7.1643306249097805,0.4397780280560255,19.501628261525184,18,7.323575166511647,4.46918985557448,7.61593405342137,0.0,15.422893395647408,-0.20106919105916227,0.2577922443237463,0.4588614353829086,0.4588614353829086,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,adult_18_plus,PC_neg,7,M7 Limbic,131,0.7542606730893578,0.08363640358731483,0.7753656983878034,0.0,0.8368222461535256,113,0.7426590447404935,0.09607336710849153,0.7681513614485408,0.0,0.8220644733714825,22,0.7513233586671276,0.05408276517755585,0.7641191083901464,0.6185969359569176,0.822805290445734,14,0.7705983948195748,0.06656068425000779,0.7918348659186893,0.5977562867057278,0.8259600820757655,0.1294720699318906,-0.32578283386022194,-0.45525490379211253,0.45525490379211253,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,preteen_10_12,Strength_pos,8,M8 VentralAttention,122,47.814059698844964,17.30038241125789,43.1860354537348,19.989345427020453,104.513118930161,77,47.77987807884393,16.585034015945826,42.979128499981016,23.921600348781794,90.70794969145209,46,48.698757840413,17.797043104940233,44.60507780255284,24.476677970495075,110.374222997576,14,41.06351198485053,12.278831692040999,40.97453535255045,25.360697702795733,61.0934537560679,0.0020073806448703394,0.45667201481282466,0.45466463416795433,0.45466463416795433,female,same_direction_stronger_in_female
OVERALL_ageSexMatched_fd-0.2,fd-0.2,teen_13_17,PC_neg,4,M4 DorsalAttention,126,0.6954314224801053,0.08542336630311059,0.7210298103945776,0.3493235473549079,0.7979814731079634,106,0.6973870632324282,0.0841271399812765,0.7209567920662009,0.4469897619337415,0.814607386596135,42,0.697398258875516,0.06793642411120529,0.719413997797782,0.526947334912898,0.790088992975825,18,0.6507345614386502,0.17093989044119,0.6889713369125365,0.0,0.77077274865873,-0.023052540117935234,0.4290800154070838,0.452132555525019,0.452132555525019,female,opposite_directions
OVERALL_ageSexMatched_fd-0.2,fd-0.2,adult_18_plus,Strength_neg,5,M5 Visual-B,131,9.059130674072778,5.449681142762087,8.449502088595182,0.0760495439171791,26.01851885346696,113,8.411355036044881,5.420045793672737,7.156782014295459,0.1441714316606521,24.64027664298192,22,9.36211181661896,4.383022833591755,9.828847211785614,1.9408700671046968,17.53595558393863,14,10.923787361131483,5.199860891354753,11.567904374969658,2.97008073067991,20.84512253664434,0.11916433828455722,-0.33141866584577495,-0.45058300413033214,0.45058300413033214,female,opposite_directions
