dataset	run_id	subject_id	site	qc_status	fd	connectome_npz
ABIDE1	sub-0050033_task-rest_run-1	sub-0050033	PITT	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050033_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050034_task-rest_run-1	sub-0050034	PITT	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050034_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050035_task-rest_run-1	sub-0050035	PITT	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050035_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050036_task-rest_run-1	sub-0050036	PITT	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050036_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050037_task-rest_run-1	sub-0050037	PITT	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050037_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050040_task-rest_run-1	sub-0050040	PITT	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050040_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050041_task-rest_run-1	sub-0050041	PITT	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050041_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050044_task-rest_run-1	sub-0050044	PITT	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050044_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050046_task-rest_run-1	sub-0050046	PITT	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050046_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050047_task-rest_run-1	sub-0050047	PITT	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050047_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050050_task-rest_run-1	sub-0050050	PITT	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050050_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050051_task-rest_run-1	sub-0050051	PITT	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050051_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050052_task-rest_run-1	sub-0050052	PITT	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050052_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050057_task-rest_run-1	sub-0050057	PITT	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050057_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050058_task-rest_run-1	sub-0050058	PITT	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050058_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050059_task-rest_run-1	sub-0050059	PITT	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050059_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050060_task-rest_run-1	sub-0050060	PITT	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050060_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050103_task-rest_run-1	sub-0050103	OLIN	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050103_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050104_task-rest_run-1	sub-0050104	OLIN	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050104_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050107_task-rest_run-1	sub-0050107	OLIN	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050107_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050108_task-rest_run-1	sub-0050108	OLIN	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050108_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050131_task-rest_run-1	sub-0050131	OLIN	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050131_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050142_task-rest_run-2	sub-0050142	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050142_task-rest_run-2_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050142_task-rest_run-3	sub-0050142	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050142_task-rest_run-3_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050143_task-rest_run-1	sub-0050143	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050143_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050143_task-rest_run-2	sub-0050143	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050143_task-rest_run-2_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050143_task-rest_run-3	sub-0050143	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050143_task-rest_run-3_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050144_task-rest_run-3	sub-0050144	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050144_task-rest_run-3_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050146_task-rest_run-1	sub-0050146	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050146_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050147_task-rest_run-1	sub-0050147	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050147_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050147_task-rest_run-2	sub-0050147	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050147_task-rest_run-2_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050148_task-rest_run-2	sub-0050148	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050148_task-rest_run-2_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050149_task-rest_run-1	sub-0050149	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050149_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050152_task-rest_run-2	sub-0050152	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050152_task-rest_run-2_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050153_task-rest_run-2	sub-0050153	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050153_task-rest_run-2_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050155_task-rest_run-2	sub-0050155	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050155_task-rest_run-2_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050156_task-rest_run-1	sub-0050156	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050156_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050156_task-rest_run-3	sub-0050156	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050156_task-rest_run-3_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050157_task-rest_run-1	sub-0050157	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050157_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050157_task-rest_run-2	sub-0050157	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050157_task-rest_run-2_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050158_task-rest_run-1	sub-0050158	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050158_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050158_task-rest_run-2	sub-0050158	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050158_task-rest_run-2_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050159_task-rest_run-1	sub-0050159	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050159_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050159_task-rest_run-2	sub-0050159	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050159_task-rest_run-2_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050159_task-rest_run-3	sub-0050159	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050159_task-rest_run-3_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050160_task-rest_run-1	sub-0050160	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050160_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050160_task-rest_run-2	sub-0050160	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050160_task-rest_run-2_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050160_task-rest_run-3	sub-0050160	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050160_task-rest_run-3_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050161_task-rest_run-3	sub-0050161	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050161_task-rest_run-3_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050163_task-rest_run-3	sub-0050163	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050163_task-rest_run-3_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050164_task-rest_run-3	sub-0050164	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050164_task-rest_run-3_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050165_task-rest_run-1	sub-0050165	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050165_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050165_task-rest_run-2	sub-0050165	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050165_task-rest_run-2_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050165_task-rest_run-3	sub-0050165	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050165_task-rest_run-3_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050166_task-rest_run-1	sub-0050166	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050166_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050166_task-rest_run-2	sub-0050166	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050166_task-rest_run-2_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050167_task-rest_run-1	sub-0050167	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050167_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050167_task-rest_run-2	sub-0050167	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050167_task-rest_run-2_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050167_task-rest_run-3	sub-0050167	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050167_task-rest_run-3_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050168_task-rest_run-1	sub-0050168	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050168_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050168_task-rest_run-2	sub-0050168	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050168_task-rest_run-2_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050168_task-rest_run-3	sub-0050168	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050168_task-rest_run-3_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050171_task-rest_run-1	sub-0050171	OHSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050171_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050182_task-rest_run-1	sub-0050182	SDSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050182_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050183_task-rest_run-1	sub-0050183	SDSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050183_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050184_task-rest_run-1	sub-0050184	SDSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050184_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050186_task-rest_run-1	sub-0050186	SDSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050186_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050187_task-rest_run-1	sub-0050187	SDSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050187_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050188_task-rest_run-1	sub-0050188	SDSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050188_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050189_task-rest_run-1	sub-0050189	SDSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050189_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050190_task-rest_run-1	sub-0050190	SDSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050190_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050191_task-rest_run-1	sub-0050191	SDSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050191_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050193_task-rest_run-1	sub-0050193	SDSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050193_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050194_task-rest_run-1	sub-0050194	SDSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050194_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050195_task-rest_run-1	sub-0050195	SDSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050195_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050196_task-rest_run-1	sub-0050196	SDSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050196_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050199_task-rest_run-1	sub-0050199	SDSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050199_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050200_task-rest_run-1	sub-0050200	SDSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050200_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050201_task-rest_run-1	sub-0050201	SDSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050201_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050202_task-rest_run-1	sub-0050202	SDSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050202_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050203_task-rest_run-1	sub-0050203	SDSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050203_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050204_task-rest_run-1	sub-0050204	SDSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050204_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
ABIDE1	sub-0050205_task-rest_run-1	sub-0050205	SDSU	ok	0.2	/work/ioannou_lab/elizabeth.szentmiklo/abide-sex-age-connectomics/connectomes/CC200/ABIDE1/sub-0050205_task-rest_run-1_atlas-CC200_fd-0.2_connectome.npz
