scenario,mapping_threshold,age_group,sex,metric,module,module_label,n_CTL,mean_CTL,sd_CTL,median_CTL,min_CTL,max_CTL,n_ASD,mean_ASD,sd_ASD,median_ASD,min_ASD,max_ASD,cohens_d_CTL_minus_ASD,abs_d
OVERALL_ageSexMatched_fd-0.3,fd-0.3,child_0_9,female,PC,2,M2 Visual-A,57,0.853233366664512,0.003112142686866771,0.8534001598645808,0.8463643794806077,0.859436035891485,20,0.8551681284292414,0.004414205552940465,0.8545548232031477,0.8463393550338549,0.8633184078051739,-0.5546475949149348,0.5546475949149348
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,female,PC_pos,8,M8 VentralAttention,49,0.8036275614056037,0.026341882834106232,0.8096210262591094,0.7371011457660637,0.8392906357111086,10,0.7902464471358334,0.011680566388905824,0.7896238821306538,0.776186333592386,0.8144332924227232,0.5436267144883972,0.5436267144883972
OVERALL_ageSexMatched_fd-0.3,fd-0.3,preteen_10_12,female,PC,3,M3 Limbic,50,0.8526109015561947,0.004616275716009794,0.852509585234978,0.8415447773035588,0.8623637130681743,20,0.8549077856110314,0.0033815247862798367,0.8547861021499072,0.8470130871154669,0.8618673281427696,-0.5332840374132674,0.5332840374132674
OVERALL_ageSexMatched_fd-0.2,fd-0.2,adult_18_plus,female,PC,5,M5 Visual-B,22,0.8450173097361975,0.006140218779017794,0.8468163486612882,0.8308968051211191,0.85603484271285,14,0.8483197314844934,0.006418249330682114,0.8485657642846443,0.8355796474945787,0.8578146871549278,-0.5285578320710876,0.5285578320710876
OVERALL_ageSexMatched_fd-0.3,fd-0.3,teen_13_17,female,PC_neg,7,M7 DefaultMode,46,0.7476384426202879,0.04795815291002677,0.7555334069899456,0.6063711063834363,0.8265660728856286,18,0.692558186189432,0.18433909349440256,0.7488743829710556,0.0,0.7977072364717688,0.5254877159436983,0.5254877159436983
OVERALL_ageSexMatched_fd-0.3,fd-0.3,adult_18_plus,female,Z_neg,5,M5 VentralAttention,23,-0.29300713448795873,0.08674470770061489,-0.2690303197485333,-0.4977183137499681,-0.19124040800110403,15,-0.3510399314840864,0.14174028094742822,-0.33236835984387403,-0.6156560430173895,-0.058456817466745845,0.5209127930259958,0.5209127930259958
OVERALL_ageSexMatched_fd-0.2,fd-0.2,teen_13_17,female,PC,3,M3 DefaultMode,42,0.8370569967298176,0.006501854671456791,0.8362516498276114,0.8205000390453179,0.8513083987886368,18,0.8405480208585046,0.007164349040161157,0.8405050362022041,0.8242719353814454,0.8496665291182517,-0.5208290860468612,0.5208290860468612
OVERALL_ageSexMatched_fd-0.2,fd-0.2,teen_13_17,female,Z_pos,3,M3 DefaultMode,42,0.20896527321491226,0.13656102389854338,0.2019234744206891,-0.0445072690852286,0.4463965526643186,18,0.14112093092422046,0.11429273870268379,0.16427704551217975,-0.0908735918952256,0.3386329343732506,0.5201647154449968,0.5201647154449968
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,female,Z,8,M8 VentralAttention,49,0.12562014742126046,0.16278292137501393,0.1363926250532548,-0.1850682657046608,0.4974659329971898,10,0.038545996303751516,0.19106380891042835,0.0292683099113893,-0.3438282794152827,0.3346987965063797,0.5196410770444984,0.5196410770444984
OVERALL_ageSexMatched_fd-0.3,fd-0.3,teen_13_17,female,PC_neg,2,M2 Visual-A,46,0.7393429602817242,0.053980269923818165,0.7468061143013651,0.568036684898831,0.8054150777625475,18,0.6848330178660913,0.18166837917047532,0.7355702303976974,0.0,0.8009884707640047,0.5158951434348833,0.5158951434348833
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,female,Strength_pos,8,M8 VentralAttention,49,46.54498172559902,16.276980875157776,43.12860437761992,22.23962954501621,104.40873426757751,10,38.61688722969848,9.354911439701988,38.329490524483845,28.244610447552983,56.80841017421335,0.5150660208491196,0.5150660208491196
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,female,PC_neg,4,M4 DorsalAttention,49,0.7004425037901114,0.09239476045505361,0.7144552040091579,0.29759312693723344,0.8123969926303083,10,0.7451890604272492,0.05546681283990607,0.7576592604314419,0.6208337862568976,0.8069960210808867,-0.5107757868609586,0.5107757868609586
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,female,Strength_pos,1,M1 Somatomotor,49,47.51392249596645,15.545744195085373,46.2132456919644,19.305724859819748,93.21790159679948,10,39.681728240245135,14.450043874575778,37.57307744421996,23.9996198839508,65.59269584249705,0.5093139481719097,0.5093139481719097
OVERALL_ageSexMatched_fd-0.2,fd-0.2,preteen_10_12,female,Z_neg,6,M6 Frontoparietal,46,-0.3032006087848326,0.1233030478595665,-0.3249583069137421,-0.5273206968380949,0.052131017474751,14,-0.23777306543978655,0.14904924687799115,-0.23549649552916063,-0.4802794260931055,0.0056192685274709,-0.5051558678843286,0.5051558678843286
OVERALL_ageSexMatched_fd-0.3,fd-0.3,adult_18_plus,female,PC_neg,7,M7 DefaultMode,23,0.755091650630395,0.037132065846604057,0.7570733193833554,0.6858456128247546,0.8221374562931938,15,0.7748038024983904,0.042195817515320554,0.7886892965288042,0.6770218437507971,0.8339968474466364,-0.5031286408386928,0.5031286408386928
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,female,Z_pos,5,M5 Visual-B,49,0.21399420351397838,0.13486970942590507,0.2450076934017667,-0.1607773846020009,0.4477940556851968,10,0.14415627693291044,0.16228541405253089,0.22473861883742502,-0.2698226987605298,0.2602541486925258,0.500425745623253,0.500425745623253
OVERALL_ageSexMatched_fd-0.3,fd-0.3,adult_18_plus,female,Z_pos,4,M4 Frontoparietal,23,0.07844355059508316,0.1335383194496832,0.0563425256901362,-0.2072358786680177,0.287921104070777,15,0.1462722674470132,0.13889715355112955,0.1445679526328727,-0.2411959251490912,0.3593033553809194,-0.5000367301516738,0.5000367301516738
OVERALL_ageSexMatched_fd-0.3,fd-0.3,teen_13_17,female,PC_neg,4,M4 Frontoparietal,46,0.7485555887722621,0.05437317639180795,0.7649551154004623,0.5931707276101164,0.8144309501880568,18,0.694989356805574,0.18515135297393986,0.751584843865065,0.0,0.8039592454774753,0.49852374192546073,0.49852374192546073
OVERALL_ageSexMatched_fd-0.2,fd-0.2,teen_13_17,female,PC_neg,2,M2 Visual-A,42,0.7427782454119013,0.051692078124233785,0.7543717879270877,0.568036684898831,0.8048018824736008,18,0.6893979548996615,0.18110615300990274,0.7366768747351138,0.0,0.8009884707640047,0.4977195422177212,0.4977195422177212
OVERALL_ageSexMatched_fd-0.3,fd-0.3,teen_13_17,female,Strength_pos,2,M2 Visual-A,46,41.13816515721113,12.215084279044184,38.654866850643884,22.1929731661221,73.10598970996216,18,48.36135346157688,19.73296834556695,46.326389369449316,25.918145666248165,115.19212282460649,-0.4925433954276335,0.4925433954276335
OVERALL_ageSexMatched_fd-0.3,fd-0.3,teen_13_17,female,Strength_pos,3,M3 Limbic,46,38.319645063904,11.743913025447437,36.65267062388011,22.659997412818484,73.99460800224915,18,46.28658625900263,24.36086279940184,44.57752416469157,19.227827626280487,121.9239124506712,-0.4914275964106344,0.4914275964106344
OVERALL_ageSexMatched_fd-0.3,fd-0.3,child_0_9,female,PC_pos,1,M1 Somatomotor,57,0.8325936158125088,0.013378878154042723,0.8333217077595965,0.793383554890088,0.8539753020096075,20,0.8391481706774782,0.013265228877623256,0.8401832314358859,0.8144827079749144,0.8584146960625498,-0.4909713275642999,0.4909713275642999
OVERALL_ageSexMatched_fd-0.3,fd-0.3,preteen_10_12,female,Z_pos,3,M3 Limbic,50,0.0911895028169316,0.19221883317734526,0.09878616786501465,-0.4894880189813856,0.5467751502165307,20,0.18625209574184898,0.20803049009159238,0.1458582867280456,-0.1336908920395355,0.5452426498361113,-0.4831281686827831,0.4831281686827831
OVERALL_ageSexMatched_fd-0.3,fd-0.3,preteen_10_12,female,PC_pos,3,M3 Limbic,50,0.8320566763883309,0.01737792491862386,0.8346663419993573,0.7682484118994246,0.857637568279217,20,0.8401910201905318,0.01569297659796752,0.8445407288810557,0.8026925464116812,0.8591219449418256,-0.48063879512078433,0.48063879512078433
OVERALL_ageSexMatched_fd-0.2,fd-0.2,teen_13_17,female,Z,3,M3 DefaultMode,42,0.18385036382814152,0.1374240703783412,0.17831401852288115,-0.1820681766176926,0.4312828969314432,18,0.11983741573434196,0.12503797784629947,0.13535237775063405,-0.0866772652952699,0.3338357098095902,0.4780210607174604,0.4780210607174604
OVERALL_ageSexMatched_fd-0.2,fd-0.2,teen_13_17,female,Z_pos,4,M4 DorsalAttention,42,0.16713116502114464,0.1380082935338529,0.1714382630876654,-0.12393989750482415,0.4613855567051569,18,0.22965633277329023,0.1126346026067688,0.2315047907262384,0.014456705358914801,0.45751795768843434,-0.4769964180422716,0.4769964180422716
OVERALL_ageSexMatched_fd-0.3,fd-0.3,teen_13_17,male,PC,7,M7 DefaultMode,135,0.838324144151421,0.00784761084614318,0.8396689786538253,0.8168083420890834,0.8526816962407033,132,0.8418744188657428,0.007098326333927086,0.8431656742211878,0.8238143603591355,0.8544466913483078,-0.4742179660662512,0.4742179660662512
OVERALL_ageSexMatched_fd-0.3,fd-0.3,child_0_9,female,Z_neg,5,M5 VentralAttention,57,-0.3138474499101835,0.0948245375507524,-0.31664791893189803,-0.5333505915360549,0.0,20,-0.26749967217321313,0.10635150835592391,-0.25629967193050474,-0.5018509820124617,-0.07349724449668625,-0.473549294400368,0.473549294400368
OVERALL_ageSexMatched_fd-0.3,fd-0.3,child_0_9,female,Strength_neg,5,M5 VentralAttention,57,9.297059268873182,5.247461802603771,8.033050351543352,1.3510127083864063,24.67737615527585,20,11.78193630540045,5.571257396523836,10.347761716300738,4.989111053291708,24.144449718878604,-0.4660877478240666,0.4660877478240666
OVERALL_ageSexMatched_fd-0.2,fd-0.2,teen_13_17,female,Strength_pos,7,M7 Limbic,42,37.51359975401924,10.907195473008292,36.61740952753462,22.659997412818484,62.65512359200511,18,44.670384303074066,22.798378950985295,44.57752416469157,19.227827626280487,121.9239124506712,-0.4654308249064784,0.4654308249064784
OVERALL_ageSexMatched_fd-0.3,fd-0.3,teen_13_17,female,PC,7,M7 DefaultMode,46,0.838052913565568,0.006721800083687009,0.8375382207546774,0.821041491564848,0.8527648116618114,18,0.841209306800741,0.007024463599211387,0.8432881203325977,0.8242659297102931,0.8497583612623091,-0.46375755732030943,0.46375755732030943
OVERALL_ageSexMatched_fd-0.2,fd-0.2,preteen_10_12,female,Strength_neg,8,M8 VentralAttention,46,8.433080890204703,4.334373205748608,8.42470315733226,1.1699184030294418,20.13178491126746,14,10.623986408056746,5.968204511567139,9.387100230887881,1.5798133499920368,20.755241439444944,-0.46127258677311006,0.46127258677311006
OVERALL_ageSexMatched_fd-0.3,fd-0.3,child_0_9,female,PC_pos,7,M7 DefaultMode,57,0.7985635985235443,0.03248493175852529,0.8032700414738494,0.7183032064638809,0.8449324720736029,20,0.8128361752770606,0.0258710252705353,0.8191035645127602,0.730420483581599,0.8475462396596752,-0.46124784116487116,0.46124784116487116
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,female,Strength_pos,2,M2 Visual-A,49,37.892876912469454,10.959831840314338,37.48225651669782,21.806990921497345,76.88106160686584,10,33.084880734191394,6.9861350412579455,33.724304206087254,22.869661104807165,46.572945029241964,0.4608224587344844,0.4608224587344844
OVERALL_ageSexMatched_fd-0.2,fd-0.2,adult_18_plus,female,Z_pos,6,M6 Frontoparietal,22,0.07342852288956837,0.13444568141799715,0.05513688786417405,-0.2072358786680177,0.287921104070777,14,0.13562929990315964,0.1376468699510526,0.13438881025442662,-0.2411959251490912,0.3593033553809194,-0.45844211522533357,0.45844211522533357
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,female,PC_pos,2,M2 Visual-A,49,0.8339836455413155,0.012553429947330856,0.8350575546133181,0.7988303500372509,0.8554346587571688,10,0.8276438988605321,0.019417523880476007,0.8293533262234285,0.7875349483469714,0.8481601846346902,0.4572474717775647,0.4572474717775647
OVERALL_ageSexMatched_fd-0.2,fd-0.2,preteen_10_12,female,Strength_pos,8,M8 VentralAttention,46,48.698757840413,17.797043104940233,44.60507780255284,24.476677970495075,110.374222997576,14,41.06351198485053,12.278831692040999,40.97453535255045,25.360697702795733,61.0934537560679,0.45667201481282466,0.45667201481282466
OVERALL_ageSexMatched_fd-0.3,fd-0.3,adult_18_plus,female,PC,3,M3 Limbic,23,0.8517097883672035,0.004073623158388419,0.8520311738374287,0.8439045756314514,0.8579270929528672,15,0.8535205170255099,0.003855877959261888,0.853772188345538,0.8450547205096105,0.8618741483123442,-0.4537761495857523,0.4537761495857523
OVERALL_ageSexMatched_fd-0.3,fd-0.3,child_0_9,female,Strength_neg,3,M3 Limbic,57,12.093602947937764,6.007375312006423,11.29973134212196,2.010565641336143,30.49546672683209,20,15.23628907858656,9.150748121269286,12.741732441951171,4.67436587670818,39.56513272598386,-0.4528568723651106,0.4528568723651106
OVERALL_ageSexMatched_fd-0.3,fd-0.3,adult_18_plus,female,Strength_neg,7,M7 DefaultMode,23,10.425854466104203,5.341783552102828,11.929069734498626,1.9478159118443727,20.35261420579627,15,12.938191666929924,5.916844980744705,13.51804262213409,3.844025529688224,21.93301024287939,-0.45084765937765986,0.45084765937765986
OVERALL_ageSexMatched_fd-0.3,fd-0.3,teen_13_17,female,Z_pos,7,M7 DefaultMode,46,0.19453972227043478,0.14205612162820463,0.1871105649184144,-0.062657076378941,0.4463965526643186,18,0.13495569287784426,0.1056803488873536,0.16427704551217975,-0.0908735918952256,0.2566122696441178,0.4477469483331984,0.4477469483331984
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,female,Z_pos,7,M7 Limbic,49,0.08170962969737894,0.24942539181009032,0.094155208444278,-0.6209604872530394,0.5836213638135475,10,0.19216386994281923,0.24417936753919328,0.1803676548118949,-0.2270285027819248,0.5062069164592071,-0.44429714865006475,0.44429714865006475
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,male,PC_neg,6,M6 Frontoparietal,70,0.7399765112257902,0.07261027779979072,0.7643062760132459,0.4612340960634448,0.8246335980373447,64,0.766388320220991,0.04321459806891537,0.7774771980541568,0.5931251949575963,0.8328101915583552,-0.4373356943122145,0.4373356943122145
OVERALL_ageSexMatched_fd-0.2,fd-0.2,child_0_9,male,PC,5,M5 Visual-B,70,0.8454134145215167,0.0060659253281971645,0.8459666853242476,0.8278946747762154,0.8561242059724778,64,0.8480846200536651,0.0061598108332721726,0.8483114218249878,0.8317995800041822,0.8616599939166174,-0.43712044093527314,0.43712044093527314
OVERALL_ageSexMatched_fd-0.2,fd-0.2,adult_18_plus,female,PC,7,M7 Limbic,22,0.851267759874548,0.004103041789529777,0.851251807028639,0.8436236011783032,0.8570251078732412,14,0.8530378154186169,0.003967941957718183,0.8530588954392164,0.8441029552362673,0.8616231045901834,-0.4368438819026819,0.4368438819026819
OVERALL_ageSexMatched_fd-0.2,fd-0.2,preteen_10_12,female,Z_pos,7,M7 Limbic,46,0.10537860110961646,0.17903363783060786,0.09996474765061705,-0.3517417246711422,0.5467751502165307,14,0.1870592159485312,0.21471482722951654,0.1458582867280456,-0.1336908920395355,0.5210392494960445,-0.43534646332886673,0.43534646332886673
OVERALL_ageSexMatched_fd-0.3,fd-0.3,adult_18_plus,female,Strength_pos,3,M3 Limbic,23,39.3369401075609,13.797455615417608,34.83258644095622,18.894632606650703,65.81174828577787,15,33.816971139842884,10.817061947275937,30.68244242016226,20.340913805179294,60.89196178782731,0.43390334746461634,0.43390334746461634
OVERALL_ageSexMatched_fd-0.2,fd-0.2,adult_18_plus,female,PC,4,M4 DorsalAttention,22,0.8465823881930102,0.004031543901517236,0.8455674422768904,0.8379402679503437,0.8557026358206036,14,0.8483875428718607,0.004386939346134153,0.8469664243335173,0.8387361012071081,0.8555694069452151,-0.432786235837149,0.432786235837149
