FILE_ID,mean_degree,global_clustering,global_efficiency
UM_1_0050380,19.895,0.46371288704927166,0.2621558820908962
UM_2_0050407,19.9,0.4871961523462888,0.22379103006595608
UM_2_0050414,19.9,0.4861716356732968,0.20470443063301846
Yale_0050555,19.9,0.454677614201765,0.24809552365580353
Yale_0050557,19.9,0.5392716014176885,0.28815572408486595
Yale_0050558,19.9,0.5117634124890061,0.2572271988482481
Yale_0050563,19.9,0.5629848337581838,0.256082090778275
Yale_0050565,19.9,0.5089734002777481,0.2954105316127538
Yale_0050569,19.9,0.5603591295013175,0.2727806633933452
Yale_0050572,19.9,0.6243760479503536,0.25078420917075334
Yale_0050576,19.9,0.4612529524237993,0.23180161389000864
Yale_0050604,19.9,0.5043605952615462,0.24269114960830862
Yale_0050619,19.9,0.48464650808232834,0.24116658931181564
Yale_0050620,19.9,0.4668507662011363,0.2446623758754854
Yale_0050621,19.9,0.47790440748924295,0.28509472136902714
Yale_0050623,19.9,0.4903999489698284,0.23999027804050785
Yale_0050624,19.9,0.5428565612978078,0.26178719504125686
Yale_0050627,19.9,0.5053127187122224,0.2134543307781347
CMU_b_0050644,19.5,0.48588930212207393,0.23706654495762228
CMU_b_0050648,19.5,0.5469357179643242,0.2489640293036816
CMU_a_0050656,19.9,0.5485035794253997,0.2714430023988346
CMU_b_0050661,19.798994974874372,0.6584358362401321,0.23043142458359114
CMU_b_0050669,19.798994974874372,0.5132476520019773,0.24308631105433773
Leuven_2_0050722,19.9,0.4432632584806498,0.24757375826788713
Leuven_2_0050723,19.9,0.482378257174373,0.27259869721416247
Leuven_2_0050730,19.9,0.48718026381548063,0.2881612492762245
Leuven_2_0050735,19.9,0.4514251998942036,0.2571472081320295
Leuven_2_0050736,19.696969696969695,0.4803369334918092,0.2557345203648902
Leuven_2_0050743,19.9,0.45488125859903095,0.2787588830486643
Leuven_2_0050744,19.9,0.5158142823473957,0.26171876539219174
Leuven_2_0050749,19.9,0.4322543352601156,0.2218799403905715
KKI_0050778,19.9,0.5299980571206528,0.26072815126416476
KKI_0050780,19.9,0.46839080459770116,0.2841498393943683
KKI_0050783,19.9,0.5059667208246961,0.2300444373422318
KKI_0050784,19.9,0.4796563052817791,0.23446008722840184
KKI_0050788,19.895,0.4562353455470333,0.24009201980677908
KKI_0050790,19.9,0.45499482936918306,0.2080709030618801
KKI_0050792,19.9,0.4557915555937742,0.23052321084247313
KKI_0050795,19.9,0.5081193666709675,0.256211182487601
KKI_0050798,19.9,0.4978726788341485,0.2503093423721502
KKI_0050812,19.895,0.5443380298525303,0.26671897767178004
KKI_0050820,19.9,0.4893292682926829,0.22312666987435364
NYU_0050954,19.9,0.5521498178648152,0.2225831578950289
NYU_0050955,19.9,0.45895657055780564,0.20110932108676188
NYU_0050956,19.9,0.4642693582956273,0.21885394673393124
NYU_0050957,19.9,0.49645644861034,0.25072985110839985
NYU_0050958,19.9,0.49553074510068473,0.2476192363863506
NYU_0050959,19.9,0.5448274950778947,0.24375472666641892
NYU_0050960,19.9,0.432735772514778,0.20955220796483465
NYU_0050961,19.9,0.46387987012987014,0.21671530980636702
NYU_0050962,19.9,0.4730810875842156,0.2645035237920794
NYU_0051036,19.9,0.5161569385781895,0.23258067846923694
NYU_0051038,19.9,0.41877421627333566,0.2231152987473987
NYU_0051039,19.9,0.45319538825685274,0.2583115312750207
NYU_0051040,19.9,0.5268238598566043,0.20264710632671884
NYU_0051041,19.9,0.46335339511870915,0.213864974136295
NYU_0051042,19.9,0.459549969897652,0.22925089622276254
NYU_0051044,19.9,0.4651086621454994,0.20273852810271328
NYU_0051045,19.9,0.41258192818329503,0.2628406261562264
NYU_0051046,19.9,0.4013613785490893,0.18414637923603147
NYU_0051047,19.9,0.560668185269552,0.19872391638885745
NYU_0051048,19.9,0.47103720080745937,0.20976819586436374
NYU_0051049,19.9,0.48927168940528726,0.21829746876648812
NYU_0051050,19.9,0.4657345105207888,0.20137317844027913
NYU_0051051,19.9,0.5243116390465016,0.2011745546011765
NYU_0051052,19.9,0.4726909816730176,0.2256794785993785
NYU_0051053,19.9,0.5737767839263067,0.21308146312861528
NYU_0051054,19.9,0.5176124197002141,0.24665398112771186
NYU_0051055,19.9,0.5137413589613893,0.22331270827645006
NYU_0051056,19.9,0.5367779983996681,0.2254505763870153
NYU_0051057,19.895,0.45001069289991447,0.22111401954578166
NYU_0051058,19.9,0.470386910209012,0.18975919412057038
NYU_0051059,19.9,0.5164970603420995,0.19732258744987458
NYU_0051060,19.9,0.48028784961326326,0.2552126354589765
NYU_0051061,19.9,0.45216880968895057,0.1948876341676724
NYU_0051062,19.798994974874372,0.46064469278250697,0.19103039890465554
NYU_0051063,19.9,0.5389524168136507,0.21567637598935785
Stanford_0051162,19.9,0.45398884578079535,0.23867012969337525
Stanford_0051164,19.9,0.43180030632942834,0.25224354457002
Stanford_0051167,19.9,0.49690495207667734,0.3125805032377825
Stanford_0051170,19.895,0.4947475037197713,0.2675197667061969
Stanford_0051180,19.9,0.46278910468208556,0.26561358866655155
Stanford_0051184,19.9,0.4664812505994054,0.2776909878589357
Stanford_0051188,19.9,0.4880736456657883,0.2252993484924757
Stanford_0051192,19.9,0.4642145431418274,0.2624034192913176
UCLA_1_0051207,19.9,0.5053276297880614,0.26901802500500854
UCLA_1_0051215,19.9,0.43083434099153567,0.26289651444195666
UCLA_1_0051219,19.9,0.48905066977285966,0.24418331682556985
UCLA_1_0051226,19.9,0.46131416421990484,0.25848459391723366
UCLA_1_0051230,19.895,0.4667813022344329,0.2471141912532756
UCLA_1_0051264,19.9,0.4163077639390059,0.2694320445092051
UCLA_1_0051267,19.9,0.4859592752438352,0.24316368309955647
UCLA_1_0051279,19.9,0.43572285956040063,0.23381502293657722
UCLA_1_0051282,19.9,0.527510255823371,0.2906027096387447
UCLA_2_0051303,19.9,0.5077868126242838,0.2439323377359221
UCLA_2_0051305,19.9,0.4837942425672487,0.22542805134038435
MaxMun_a_0051321,19.9,0.487441174802971,0.22720869818278946
MaxMun_b_0051325,19.895,0.42791514787118107,0.20175698107132198
MaxMun_a_0051370,19.9,0.47853042479908153,0.22238782640618387
Caltech_0051460,19.798994974874372,0.5091909443492378,0.21784918896752858
Caltech_0051462,19.9,0.474621286641747,0.2859844219921427
Caltech_0051463,19.9,0.5271824155193993,0.24886669740802095
Caltech_0051471,18.49462365591398,0.41658224350709155,0.18804490258048762
Caltech_0051479,19.9,0.48948124102628127,0.2475920119912571
Caltech_0051480,19.9,0.4209915917657292,0.23425021856455508
Caltech_0051482,19.895,0.501007620127212,0.2481655319830878
Caltech_0051493,19.9,0.4538170705428331,0.24690143635302875
MaxMun_a_0051606,19.9,0.4208829553212471,0.21270201732039365
