Source,Target,Weight
19,114,0.45981186205898383
19,122,0.4573417504145323
19,139,0.4396551269078697
19,147,0.7254191576295306
19,163,0.4469938017469497
19,166,0.46281769479547996
19,174,0.7126746644321961
19,179,0.6354092798120332
19,191,0.4225870142494732
20,40,0.48893637500372
20,47,0.4392443012568149
20,55,0.5709794434402989
20,59,0.8143265964920184
20,67,0.6429532416109021
20,83,0.5216459589525569
20,119,0.5869850876314093
20,141,0.4395862480207673
20,144,0.5116934724600879
20,165,0.4382173345440541
20,178,0.42038527207602516
20,184,0.7506613949872838
20,196,0.5312683240970568
21,28,0.6473092022476639
21,65,0.8494409439248995
21,76,0.4373118257376892
21,90,0.5827167687889035
21,96,0.6193652005852205
21,111,0.9100531681089362
21,123,0.5842673909733687
21,134,0.4339989434700323
21,188,0.5487023026596145
21,197,0.43006170115708187
22,29,0.5149268338317164
22,40,0.8237089996130164
22,46,0.5441256668063494
22,47,0.4719648081910916
22,49,0.4257804245270364
22,51,0.59568602506311
22,58,0.5256275869891776
22,72,0.42744540189891533
22,75,0.42760733529051476
22,82,0.43721861064029816
22,91,0.6712045905358235
22,104,0.6120897467222642
22,106,0.46502735886256585
22,109,0.6888925470231747
22,112,0.4514225051777464
22,133,0.4933116189396732
22,139,0.7881247526689514
22,149,0.45670474689301394
22,160,0.49948616360874715
22,174,0.5333168576609092
22,186,0.4721050767880155
22,191,0.46029567227181045
22,193,0.5259817117655827
23,25,0.6551702673117348
23,34,0.5329075342307166
23,56,0.47384724352784224
23,61,0.4501761498734044
23,73,0.4197521133062522
23,125,0.4885790818434559
23,141,0.44428278255555925
23,144,0.4198428231283704
23,151,0.6913713807505388
23,156,0.47506615023360066
23,164,0.46551228799367267
23,167,0.4991245255116058
23,169,0.5560103440431466
23,183,0.5233478072776989
23,184,0.43260898886070753
24,33,0.7141580987164595
24,35,0.6252007509669949
24,55,0.4651623519276721
24,59,0.4236071461700618
24,66,0.9120903027909574
24,67,0.5365276466774571
24,69,0.42243085929700674
24,79,0.5658731814519251
24,88,0.49853230948495025
24,98,0.5200950988383306
24,116,0.5763735786303767
24,119,0.6512609451635312
24,121,0.775637612303187
24,123,0.49593562775740097
24,128,0.8164169286996337
24,137,0.583783657188768
24,146,0.8736168481450508
24,154,0.4362695152222241
24,157,0.4434426029257034
24,165,0.4642524305405593
24,178,0.4260897332621239
24,184,0.5905150957298673
24,185,0.7151488617630377
24,200,0.9348023996747257
25,38,0.5077940119734148
25,59,0.5027993721908376
25,75,0.5358347891217613
25,113,0.5415968890643021
25,119,0.453910834805278
25,125,0.44922530554652185
25,144,0.4827653652782478
25,151,0.46503254660501736
25,164,0.6366854991153014
25,167,0.41940785291957455
25,168,0.5645284854302646
26,44,0.49429162592437126
26,54,0.4925653757389329
26,63,0.5149788602041472
26,85,0.5164874149875089
26,89,0.4957220387347418
26,100,0.7315799405940809
26,102,0.7687628881448564
26,105,0.4249229208733664
26,108,0.4786587237047051
26,126,0.4262458760837955
26,131,0.6814245867331119
26,132,0.43176165482107826
26,138,0.7812003064185672
26,142,0.5421876213311
26,143,0.5717944589609381
26,158,0.6333593650107062
26,159,0.8783426273600464
26,170,0.5803394637148611
26,172,0.623461147767338
26,175,0.871576775376572
26,177,0.6650966923707741
26,179,0.42495637457887775
26,189,0.7376357447680507
26,192,0.5328247486072106
26,195,0.5910553416335432
27,43,0.507417914160754
27,78,0.4283749740608276
27,87,0.5387860978052611
27,101,0.42036356450202006
27,145,0.42165221131641717
27,198,0.5185372872670743
28,31,0.4906316159916769
28,60,0.7481726577641594
28,65,0.6898137694182227
28,76,0.4417058615948879
28,79,0.42101418442228894
28,90,0.5253844949796549
28,96,0.70430551150599
28,111,0.6205276461820853
28,123,0.6856217171079634
28,134,0.6320817482019241
28,185,0.4676441581238532
28,188,0.5478824996258418
29,40,0.6560704782372078
29,46,0.7969088124205382
29,55,0.6410894471975828
29,58,0.49352751918166815
29,76,0.5494142378185244
29,79,0.5741530568789315
29,81,0.5180370540394786
29,91,0.45611128385789207
29,106,0.42458660199311915
29,125,0.4533584162346422
29,147,0.5168750343917581
29,149,0.45904839812304044
29,167,0.4761801122475657
29,168,0.4582435950852195
29,174,0.48195116348086064
29,191,0.43777704746882706
29,193,0.4247223248100724
30,52,0.4244503937577636
31,50,0.5448308129705743
31,60,0.4575165139837739
31,64,0.5628590663541824
31,65,0.535023109772605
31,85,0.4194556076959053
31,90,0.42150498327082764
31,93,0.772274147704122
31,96,0.45369214560687615
31,123,0.4240855969604963
31,132,0.6704988666177463
31,134,0.5205581222906247
31,136,0.7045988605678156
31,143,0.49330149690892694
31,156,0.5424365388130373
31,163,0.5415846771249732
31,170,0.5403439111215581
31,171,0.5464542101574421
31,180,0.5796953387389098
31,188,0.6652967849935183
31,197,0.48946764729117886
32,43,0.7091980342593046
32,78,0.5678325686494814
32,87,0.41982363897800445
32,101,0.5183678334751818
32,140,0.5725296864811985
32,181,0.47532152855372906
32,198,0.5102819700522736
33,35,0.4544575755382759
33,55,0.5462842244369692
33,56,0.4799379898489293
33,59,0.42660906123817066
33,66,0.5487615631870275
33,67,0.5146142125544182
33,69,0.42640925944121455
33,76,0.43528583590457637
33,79,0.5924887774950555
33,98,0.42652708958110624
33,116,0.5226076850895086
33,117,0.435301887312301
33,119,0.5863600528100272
33,121,0.4733772429590153
33,123,0.4698560475392404
33,125,0.43626187227882296
33,128,0.8035190878983076
33,137,0.4758286594664323
33,146,0.5585480208350748
33,150,0.43857941651190907
33,161,0.4561074856624987
33,165,0.48630405935002724
33,184,0.5892164875419786
33,185,0.5242126356051717
33,200,0.6375155694882022
34,50,0.4986905117352203
34,61,0.48439040082660456
34,63,0.4241713540017223
34,73,0.7298461421880559
34,95,0.42607633579600734
34,114,0.560783296400422
34,115,0.43727326857492493
34,141,0.49897526845224593
34,149,0.4491703846731204
34,151,0.8161415160020373
34,156,0.5644374821219638
34,164,0.5756712129883634
34,165,0.5646261047193395
35,59,0.5595492929073718
35,66,0.733997744474324
35,67,0.6598166300439358
35,79,0.5232236759828173
35,88,0.43128492975136506
35,98,0.5492866957399505
35,119,0.7522142943058856
35,121,0.8127327809181499
35,123,0.4419748384904693
35,128,0.6424550834613154
35,137,0.6522573122493585
35,146,0.6121981350946636
35,157,0.43071733589986716
35,178,0.5151436061492806
35,184,0.5520283021781097
35,185,0.7274126223844006
35,200,0.5665477432060093
36,41,0.42010374831391695
36,63,0.44541087378724303
36,80,0.5928346033779851
36,103,0.6202851939014234
36,120,0.4317674061193916
36,126,0.45690962238217114
36,192,0.45397062197977184
37,45,0.5667176784330583
37,48,0.8382344566979052
37,58,0.47496639365602755
37,62,0.5302813039291113
37,89,0.41998470639329744
37,92,0.5047495868197176
37,105,0.5324099466017155
37,122,0.5797818363786669
37,145,0.42639175925120965
37,152,0.41981220089614
37,172,0.4315140271450741
37,179,0.5779470683493962
37,189,0.43743329341508164
38,40,0.4632943095405876
38,56,0.44379327755874237
38,61,0.6518626031909548
38,64,0.44356518458584476
38,73,0.4533111408982948
38,75,0.5397126891639639
38,95,0.42833697733038995
38,106,0.7410390588333648
38,113,0.44644432146726193
38,115,0.6246870528990798
38,125,0.5253883095782204
38,127,0.6439828287962768
38,149,0.6383674498261434
38,151,0.42607013166608965
38,156,0.42094447123370504
38,163,0.45944958677903025
38,164,0.5446554024114643
38,166,0.5261127746632878
38,167,0.45869526226126434
38,168,0.5851185820001324
38,186,0.4946514968968736
38,187,0.4696742837853157
38,191,0.46464031516589704
39,49,0.602963018888309
39,63,0.4410503392673298
39,99,0.6433439523450708
39,100,0.45987680406627995
39,107,0.4216647539979842
39,127,0.47326795460379234
39,164,0.43160381542390647
39,166,0.5413548159973289
39,186,0.4243266688534816
40,45,0.4529160555462791
40,46,0.4944170418790099
40,47,0.43787704918443904
40,55,0.8794324059712804
40,59,0.46022720634475395
40,75,0.501361706041879
40,76,0.4323513854219976
40,79,0.436891979430724
40,84,0.4212815286180175
40,91,0.6399995431455748
40,104,0.4653239338304852
40,106,0.49321931536476304
40,125,0.5265887538982812
40,133,0.45812960667593977
40,139,0.4645755145881735
40,149,0.6513404371946288
40,167,0.6291231764449591
40,168,0.6112153148885471
40,186,0.42798169027757554
40,187,0.45190438716309717
40,191,0.45492447791689183
40,193,0.5071979239065483
41,103,0.6441731651539366
41,118,0.5271908587689145
41,162,0.5076941105001753
41,190,0.47132735190019787
42,57,0.450888879470255
42,113,0.49996007928159847
42,124,0.4492734143851217
42,169,0.5896282014514396
42,183,0.5107483852975638
43,72,0.44122064838233843
43,78,0.6462783418153123
43,101,0.6178702822549191
43,140,0.42836324345693017
44,54,0.6727965021633541
44,70,0.6595816160965646
44,89,0.8302490339458197
44,102,0.6018009073878594
44,105,0.5241497265507581
44,108,1.0808264842712187
44,131,0.5871205107341574
44,138,0.650443116704418
44,142,0.7344989429868769
44,158,0.5847725186652868
44,159,0.48340749687636997
44,170,0.4215359666650847
44,172,0.43548073161017026
44,175,0.5981657935840414
44,177,0.659237881298671
44,179,0.4838878776339084
44,189,0.46183024771306885
44,192,0.4316913310709853
44,195,0.7208106880328803
45,47,0.47978693925362814
45,55,0.5254122834763993
45,67,0.5121644041342446
45,76,0.4381988878739395
45,79,0.5278098116694593
45,84,0.5884107524062906
45,94,0.5146758625353496
45,119,0.42070816301114244
45,123,0.4374161952097353
45,137,0.43487490160556824
45,146,0.4369516245741866
45,148,0.4686409395160772
45,178,0.5253470206154831
45,184,0.4540869509025215
46,58,0.8110757416693434
46,61,0.4351030459667149
46,76,0.4313012944679349
46,81,0.682493615822607
46,82,0.6090464772520785
46,91,0.4333673899028177
46,95,0.47135380946847616
46,104,0.5513704079174202
46,106,0.4853243706065169
46,109,0.509025199835443
46,114,0.4983453810944444
46,127,0.48068193769747974
46,133,0.42214728628903025
46,139,0.5611013579030899
46,147,0.689887841050207
46,149,0.4586190114412812
46,163,0.44806298910949727
46,166,0.6440339340277706
46,174,0.8419301688544127
46,183,0.425488883051539
46,186,0.4477152734705079
46,191,0.5417598649432316
47,55,0.43837024279562936
47,59,0.43417864199925893
47,67,0.5290471849522294
47,84,0.5919383728471043
47,135,0.6152019998170735
47,148,0.44861701032548806
47,178,0.6649583625785735
48,58,0.5109236575372891
48,62,0.6070148602456977
48,89,0.4452098892153092
48,92,0.49687801810505045
48,105,0.6388028770933027
48,122,0.5468176804427699
48,138,0.4452582375447872
48,152,0.47526573013580065
48,155,0.47867804441604017
48,172,0.5299243562873623
48,179,0.6084652089121396
48,189,0.46334381252063905
48,195,0.44086455166280697
48,199,0.5325658906655715
49,51,0.466956668846818
49,58,0.47374363722330237
49,62,0.43894605916967777
49,72,0.7089374514510904
49,82,0.4703848083480331
49,91,0.5045167640553371
49,99,0.4293948184699612
49,101,0.4437948961987857
49,104,0.4505928992868737
49,106,0.42560009172216884
49,107,0.5057493972698035
49,109,0.4865361304102643
49,127,0.4356996750211662
49,133,0.4628210519274597
49,139,0.5385751145329432
49,140,0.6143951612108751
49,153,0.5585928601087897
49,166,0.459134128660421
49,174,0.5480457889215811
49,186,0.5478173187693682
49,191,0.425939577875242
49,193,0.4990188717863862
50,64,0.8187052105216155
50,65,0.5047354144154388
50,73,0.6040499294934915
50,76,0.44730259322622606
50,79,0.4477582739703338
50,90,0.6147876098508269
50,93,0.5386704664485503
50,95,0.6141797693866563
50,96,0.5165612402284153
50,97,0.4646094423947365
50,114,0.516617051516427
50,115,0.5587668588005845
50,116,0.4254461365102905
50,123,0.4623763067016748
50,125,0.43497736434557616
50,132,0.4477418405101363
50,134,0.5522664346326485
50,136,0.6949817199015533
50,150,0.46919015687315857
50,151,0.4321211159291121
50,156,0.6215655698889413
50,161,0.5117415388121613
50,163,0.5749505381688091
50,171,0.5874941848732648
50,180,0.44464225377275507
50,182,0.5850043009929267
50,188,0.5869142880647227
50,197,0.5405614857565108
51,57,0.46201648492121117
51,58,0.5119670908976957
51,71,0.4551045253852709
51,72,0.5317572914400822
51,91,0.5076767932106214
51,104,0.5271078998593202
51,109,0.8437312162813875
51,133,0.45199224787657355
51,139,0.5435900267883823
51,160,0.7686797400296814
51,174,0.45870076301538176
52,86,0.8510674777308052
53,71,0.5516795969847367
53,74,0.5621588977198934
53,83,0.4974679716718713
53,107,0.42087618180899045
53,112,0.4545504544542474
53,113,0.42511518407951027
53,144,0.5841989945192754
53,149,0.42663351353999385
53,186,0.4374069778985331
53,196,0.562317808421945
54,70,0.872328931018754
54,81,0.7108690357683475
54,85,0.5305750636798023
54,89,1.0064335102464264
54,97,0.5091329936660102
54,102,0.5483054235325656
54,105,0.715125022600771
54,108,0.7458161322693951
54,131,0.6570598377959422
54,138,0.8029210032794963
54,142,1.1727249605230265
54,147,0.48044600278468624
54,159,0.4664887942901187
54,170,0.6673131412789584
54,172,0.6164060208199718
54,177,0.825607277363226
54,179,0.6636106169162245
54,189,0.5893545185535527
54,195,0.4992592407667328
55,56,0.42211291812266943
55,59,0.590565069467222
55,66,0.43630000712014877
55,67,0.5679860470636873
55,76,0.5078050008026362
55,79,0.8736399060510872
55,83,0.4838783449298692
55,119,0.5887005312372477
55,123,0.4533404271879487
55,125,0.7136412574910271
55,128,0.5195347555665326
55,137,0.4586472902346991
55,146,0.45741331233548416
55,149,0.442518865786108
55,161,0.5874522874162185
55,167,0.5495528944809371
55,168,0.6673381246527419
55,178,0.4537298344357922
55,182,0.5176975701326313
55,184,0.6526458616277053
55,196,0.42876859669998796
55,197,0.4357376345398385
56,61,0.538032988711991
56,73,0.49563052450660794
56,76,0.4722141494555572
56,82,0.45145480755371
56,125,0.5147868039841963
56,149,0.482426917070594
56,151,0.4384886898957625
56,156,0.5755126420708115
56,167,0.44692893158007035
56,168,0.4253062824908164
57,71,0.5923319644159197
57,74,0.4809567118301936
57,99,0.4348184700060694
58,62,0.45851803878738107
58,72,0.5138084732107215
58,81,0.57238382679211
58,82,0.5006626486207785
58,89,0.4336912480525878
58,91,0.4945981233337948
58,95,0.43770002807023206
58,97,0.5039389374072138
58,104,0.585086132516184
58,105,0.5528960938292093
58,106,0.44016369366267094
58,109,0.6617422072971979
58,114,0.45194845301992753
58,122,0.42413259046868546
58,127,0.4514443179743153
58,133,0.440089105985556
58,139,0.6402938098343791
58,147,0.5088833198345794
58,163,0.4421804960028172
58,166,0.5191452265481482
58,174,0.8184263015484451
58,179,0.5090730565180799
58,186,0.44406889363486196
58,191,0.5204285314667972
58,193,0.43158263226711585
58,195,0.46749008093791455
59,66,0.42246292818958836
59,67,0.6474564298807448
59,79,0.4875065896088982
59,83,0.5291641574389969
59,119,0.7630069706090401
59,128,0.4584188897697092
59,137,0.4860975255671756
59,144,0.5417332176317337
59,146,0.4585795087649701
59,168,0.4596010796308969
59,178,0.5762593648339731
59,184,0.6690833499387703
60,65,0.46431279361194283
60,66,0.4341281901925469
60,76,0.47364515910413074
60,79,0.5255381947883686
60,93,0.48994389343959605
60,96,0.5021578683815561
60,98,0.44465250239269444
60,111,0.447788535485265
60,115,0.44258673098468204
60,123,0.6580368898473188
60,134,0.5031518017937601
60,154,0.4995357937104313
60,157,0.5945002820204492
60,161,0.4379094876319563
60,171,0.43194034134541814
60,180,0.5216036330733089
60,185,0.444343713960461
61,73,0.6590249361756195
61,75,0.4200112115681191
61,82,0.5979220204347167
61,95,0.6947762598168175
61,99,0.43769411489174304
61,104,0.43746078074987454
61,106,0.5477315441367399
61,114,0.45078797709423735
61,115,0.4425582408530794
61,125,0.5116666087388406
61,127,0.5133695200198094
61,133,0.5178108102821541
61,149,0.7172382163936168
61,151,0.5554400873984524
61,156,0.46995325760247075
61,166,0.4231177098205139
61,167,0.5359847975026734
61,169,0.4350075499105083
61,173,0.5153472733478167
61,183,0.5355499379211454
61,186,0.47532504663827635
61,187,0.44773263645116906
61,191,0.720383502817508
62,63,0.5121380318295956
62,72,0.4221293532023315
62,87,0.5910009765534463
62,92,0.5881564609429126
62,100,0.591967334524493
62,103,0.42842552809517376
62,105,0.5265645162972775
62,110,0.46162778813310745
62,122,0.7362007832943102
62,145,0.6501116904737209
62,155,0.5432493785547676
62,172,0.6580400381316246
62,179,0.5304340702809461
62,189,0.5121929901765443
62,199,0.4528429434085175
63,77,0.44639572600009714
63,80,0.42774764359202155
63,97,0.44344820148094105
63,99,0.5568436142581064
63,100,0.8545970638188631
63,103,0.5008912501270238
63,114,0.4946589991179155
63,122,0.45273503807945814
63,126,0.4397644249840219
63,143,0.4998490390450576
63,145,0.4249793815211097
63,150,0.4749248237126029
63,158,0.4467912247986306
63,159,0.6513750004718567
63,175,0.4429909603971641
63,189,0.5372482442324877
63,192,0.486108858586832
63,195,0.48837607135399574
64,65,0.43432645840914513
64,90,0.4342219492583087
64,93,0.5899699195403412
64,95,0.4491944246250132
64,114,0.4362304480498006
64,115,0.625336783360202
64,127,0.5588856169436693
64,132,0.5481867112091119
64,134,0.5448502417789107
64,136,0.6380604000587663
64,156,0.5273961540000902
