Source,Target,Type,Weight
4,121,Undirected,0.628413
4,128,Undirected,0.511037
4,129,Undirected,0.527416
4,137,Undirected,0.809011
4,146,Undirected,0.697447
4,153,Undirected,0.484289
4,178,Undirected,0.472337
4,184,Undirected,0.707107
4,185,Undirected,0.571129
4,196,Undirected,0.485434
4,200,Undirected,0.622133
5,11,Undirected,0.456069
5,22,Undirected,1.032048
5,29,Undirected,0.450025
5,40,Undirected,0.755901
5,46,Undirected,0.472687
5,51,Undirected,0.617295
5,58,Undirected,0.457011
5,72,Undirected,0.494478
5,91,Undirected,0.797744
5,104,Undirected,0.725699
5,109,Undirected,0.743810
5,133,Undirected,0.590275
5,139,Undirected,0.755705
5,160,Undirected,0.445382
5,167,Undirected,0.464039
5,174,Undirected,0.550055
5,186,Undirected,0.455695
5,191,Undirected,0.515933
5,193,Undirected,0.531515
6,7,Undirected,0.529055
6,8,Undirected,0.470603
6,13,Undirected,0.511487
6,19,Undirected,0.438577
6,21,Undirected,0.465698
6,24,Undirected,0.445358
6,28,Undirected,0.500198
6,29,Undirected,0.607341
6,31,Undirected,0.444940
6,33,Undirected,0.471926
6,38,Undirected,0.473377
6,40,Undirected,0.483205
6,46,Undirected,0.546382
6,50,Undirected,0.447979
6,55,Undirected,0.543325
6,56,Undirected,0.460389
6,60,Undirected,0.484999
6,64,Undirected,0.460651
6,65,Undirected,0.686196
6,66,Undirected,0.449168
6,69,Undirected,0.437006
6,75,Undirected,0.439423
6,76,Undirected,0.985970
6,79,Undirected,0.650939
6,81,Undirected,0.601012
6,90,Undirected,0.435246
6,93,Undirected,0.457151
6,96,Undirected,0.466683
6,106,Undirected,0.537960
6,111,Undirected,0.537259
6,115,Undirected,0.510482
6,119,Undirected,0.450192
6,123,Undirected,0.709976
6,125,Undirected,0.538008
6,128,Undirected,0.480797
6,136,Undirected,0.502194
6,137,Undirected,0.437282
6,146,Undirected,0.443586
6,147,Undirected,0.550791
6,156,Undirected,0.446473
6,161,Undirected,0.458552
6,163,Undirected,0.712562
6,168,Undirected,0.529160
6,174,Undirected,0.456472
6,185,Undirected,0.438689
6,188,Undirected,0.484736
6,197,Undirected,0.813431
6,200,Undirected,0.451956
7,13,Undirected,0.441519
7,17,Undirected,0.518133
7,25,Undirected,0.584907
7,38,Undirected,0.684466
7,56,Undirected,0.689200
7,75,Undirected,0.504559
7,93,Undirected,0.494178
7,113,Undirected,0.488168
7,115,Undirected,0.568959
7,127,Undirected,0.473080
7,149,Undirected,0.462403
7,156,Undirected,0.486506
7,164,Undirected,0.516656
7,166,Undirected,0.575799
7,168,Undirected,0.506176
8,21,Undirected,0.513058
8,24,Undirected,0.482727
8,28,Undirected,0.615145
8,31,Undirected,0.459762
8,50,Undirected,0.507951
8,60,Undirected,0.757285
8,65,Undirected,0.517672
8,66,Undirected,0.507896
8,76,Undirected,0.506663
8,79,Undirected,0.539006
8,88,Undirected,0.492399
8,90,Undirected,0.594170
8,96,Undirected,0.856696
8,98,Undirected,0.489742
8,111,Undirected,0.568026
8,123,Undirected,0.733172
8,134,Undirected,0.453136
8,146,Undirected,0.497591
8,154,Undirected,0.668344
8,157,Undirected,0.617155
8,161,Undirected,0.504452
8,171,Undirected,0.558355
8,180,Undirected,0.476316
8,185,Undirected,0.448970
8,188,Undirected,0.497004
8,200,Undirected,0.482255
9,10,Undirected,0.572180
9,36,Undirected,0.562841
9,41,Undirected,0.494841
9,63,Undirected,0.454128
9,77,Undirected,0.524646
9,80,Undirected,0.577498
9,100,Undirected,0.477378
9,103,Undirected,0.553612
9,118,Undirected,0.774410
9,120,Undirected,0.555768
9,126,Undirected,0.502843
9,138,Undirected,0.501930
9,152,Undirected,0.599485
9,159,Undirected,0.463882
9,162,Undirected,0.535972
9,172,Undirected,0.434848
9,176,Undirected,0.528232
9,177,Undirected,0.505477
9,189,Undirected,0.546994
9,192,Undirected,0.711009
9,195,Undirected,0.435513
10,36,Undirected,0.588209
10,41,Undirected,0.542455
10,77,Undirected,0.560431
10,80,Undirected,0.566498
10,100,Undirected,0.443633
10,103,Undirected,0.465467
10,118,Undirected,0.507792
10,120,Undirected,0.496727
10,126,Undirected,0.694960
10,192,Undirected,0.545794
11,14,Undirected,0.435210
11,39,Undirected,0.448510
11,49,Undirected,0.574426
11,53,Undirected,0.434862
11,69,Undirected,0.504225
11,72,Undirected,0.756670
11,73,Undirected,0.472995
11,74,Undirected,0.570978
11,82,Undirected,0.515594
11,91,Undirected,0.572580
11,99,Undirected,0.519194
11,101,Undirected,0.510536
11,104,Undirected,0.500208
11,107,Undirected,0.684245
11,109,Undirected,0.478167
11,117,Undirected,0.741135
11,133,Undirected,0.564173
11,139,Undirected,0.473877
11,140,Undirected,0.445115
11,141,Undirected,0.527598
11,146,Undirected,0.451369
11,149,Undirected,0.436082
11,153,Undirected,0.535754
11,173,Undirected,0.474587
11,174,Undirected,0.500094
11,186,Undirected,0.452598
11,193,Undirected,0.449841
11,196,Undirected,0.618709
12,38,Undirected,0.493531
12,75,Undirected,0.647164
12,106,Undirected,0.454220
12,113,Undirected,0.648865
12,127,Undirected,0.446571
12,139,Undirected,0.479141
12,166,Undirected,0.449135
12,183,Undirected,0.602883
13,17,Undirected,0.479931
13,20,Undirected,0.617981
13,25,Undirected,0.455387
13,34,Undirected,0.473927
13,38,Undirected,0.470416
13,40,Undirected,0.546318
13,45,Undirected,0.453165
13,50,Undirected,0.590714
13,55,Undirected,0.797932
13,59,Undirected,0.615466
13,64,Undirected,0.526547
13,67,Undirected,0.484872
13,73,Undirected,0.566772
13,76,Undirected,0.463704
13,79,Undirected,0.736218
13,115,Undirected,0.629428
13,119,Undirected,0.555000
13,123,Undirected,0.509661
13,125,Undirected,0.607070
13,149,Undirected,0.632634
13,151,Undirected,0.439764
13,156,Undirected,0.458208
13,161,Undirected,0.733843
13,164,Undirected,0.440897
13,167,Undirected,0.504767
13,168,Undirected,0.552330
13,182,Undirected,0.603849
13,184,Undirected,0.565559
13,187,Undirected,0.475148
13,196,Undirected,0.442184
14,19,Undirected,0.492570
14,22,Undirected,0.454832
14,46,Undirected,0.447958
14,49,Undirected,0.545336
14,58,Undirected,0.448457
14,69,Undirected,0.638286
14,72,Undirected,0.447279
14,81,Undirected,0.464154
14,82,Undirected,0.510349
14,85,Undirected,0.456803
14,91,Undirected,0.499112
14,106,Undirected,0.510282
14,107,Undirected,0.470804
14,109,Undirected,0.446580
14,117,Undirected,0.437899
14,127,Undirected,0.513731
14,139,Undirected,0.534361
14,140,Undirected,0.470067
14,150,Undirected,0.446787
14,163,Undirected,0.464804
14,166,Undirected,0.588800
14,174,Undirected,0.697990
14,186,Undirected,0.520403
14,187,Undirected,0.466137
14,193,Undirected,0.530649
15,22,Undirected,0.467318
15,47,Undirected,0.691971
15,51,Undirected,0.475835
15,130,Undirected,0.504666
15,135,Undirected,0.471419
15,160,Undirected,0.613067
16,23,Undirected,0.447866
16,26,Undirected,0.501492
16,31,Undirected,0.477254
16,34,Undirected,0.496787
16,50,Undirected,0.462791
16,63,Undirected,0.729958
16,85,Undirected,0.487479
16,93,Undirected,0.488552
16,97,Undirected,0.540434
16,99,Undirected,0.475572
16,100,Undirected,0.660859
16,114,Undirected,0.576366
16,116,Undirected,0.469249
16,132,Undirected,0.519885
16,136,Undirected,0.596409
16,143,Undirected,0.717870
16,150,Undirected,0.619723
16,156,Undirected,0.558884
16,159,Undirected,0.552388
16,163,Undirected,0.450033
16,170,Undirected,0.502739
16,171,Undirected,0.515667
16,189,Undirected,0.504061
17,25,Undirected,0.526245
17,34,Undirected,0.631203
17,38,Undirected,0.544330
17,64,Undirected,0.436533
17,73,Undirected,0.481918
17,93,Undirected,0.483686
17,114,Undirected,0.445699
17,115,Undirected,0.693333
17,132,Undirected,0.507630
17,144,Undirected,0.495055
17,151,Undirected,0.483819
17,156,Undirected,0.480461
17,164,Undirected,0.855797
18,37,Undirected,0.584383
18,45,Undirected,0.951929
18,47,Undirected,0.445217
18,48,Undirected,0.559842
18,84,Undirected,0.449622
18,94,Undirected,0.509120
18,148,Undirected,0.567810
18,178,Undirected,0.480644
19,22,Undirected,0.445045
19,46,Undirected,0.589690
19,54,Undirected,0.551740
19,58,Undirected,0.733174
19,70,Undirected,0.591057
19,81,Undirected,0.754374
19,85,Undirected,0.464959
19,89,Undirected,0.547973
19,97,Undirected,0.612132
19,105,Undirected,0.691474
19,109,Undirected,0.483280
19,114,Undirected,0.457697
19,122,Undirected,0.438116
19,147,Undirected,0.706807
19,150,Undirected,0.448100
19,163,Undirected,0.497336
19,174,Undirected,0.721213
19,179,Undirected,0.659894
19,197,Undirected,0.441257
20,23,Undirected,0.435275
20,33,Undirected,0.460379
20,40,Undirected,0.479736
20,53,Undirected,0.461645
20,55,Undirected,0.580970
20,59,Undirected,0.819515
20,67,Undirected,0.619555
20,83,Undirected,0.548208
20,119,Undirected,0.637651
20,125,Undirected,0.445207
20,137,Undirected,0.460222
20,141,Undirected,0.476284
20,144,Undirected,0.571762
20,146,Undirected,0.444794
20,161,Undirected,0.440140
20,165,Undirected,0.460031
20,184,Undirected,0.779959
20,196,Undirected,0.615814
21,28,Undirected,0.723172
21,60,Undirected,0.496234
21,65,Undirected,0.909839
21,76,Undirected,0.470931
21,90,Undirected,0.616326
21,96,Undirected,0.696127
21,111,Undirected,0.929475
21,123,Undirected,0.634020
21,134,Undirected,0.492881
21,188,Undirected,0.604155
21,197,Undirected,0.473462
22,29,Undirected,0.497485
22,40,Undirected,0.821941
22,46,Undirected,0.565414
22,47,Undirected,0.457657
22,49,Undirected,0.474929
22,51,Undirected,0.660550
22,53,Undirected,0.455098
22,58,Undirected,0.501061
22,72,Undirected,0.465579
22,75,Undirected,0.439115
22,91,Undirected,0.706264
22,104,Undirected,0.607704
22,106,Undirected,0.472275
22,109,Undirected,0.738185
22,133,Undirected,0.481116
22,139,Undirected,0.842491
22,160,Undirected,0.537332
22,174,Undirected,0.559243
22,186,Undirected,0.483235
22,191,Undirected,0.452290
22,193,Undirected,0.550868
23,25,Undirected,0.645604
23,34,Undirected,0.607430
23,56,Undirected,0.501861
23,125,Undirected,0.469139
23,141,Undirected,0.467244
23,151,Undirected,0.698576
23,156,Undirected,0.533048
23,164,Undirected,0.484250
23,165,Undirected,0.511946
23,167,Undirected,0.455494
23,169,Undirected,0.580265
23,183,Undirected,0.497676
23,184,Undirected,0.437384
24,33,Undirected,0.701191
24,35,Undirected,0.621827
24,55,Undirected,0.453501
24,65,Undirected,0.447102
24,66,Undirected,0.953543
24,67,Undirected,0.529676
24,69,Undirected,0.514291
24,79,Undirected,0.596035
24,88,Undirected,0.554073
24,90,Undirected,0.445646
24,96,Undirected,0.444634
24,98,Undirected,0.529131
24,107,Undirected,0.459006
24,111,Undirected,0.441917
24,116,Undirected,0.588205
24,117,Undirected,0.513152
24,119,Undirected,0.694474
24,121,Undirected,0.811561
24,123,Undirected,0.536156
24,128,Undirected,0.811708
24,137,Undirected,0.586404
24,143,Undirected,0.439950
24,146,Undirected,0.929678
24,150,Undirected,0.475151
24,154,Undirected,0.478579
24,157,Undirected,0.475877
24,165,Undirected,0.512291
24,180,Undirected,0.462620
24,184,Undirected,0.638324
24,185,Undirected,0.776362
24,188,Undirected,0.451192
24,200,Undirected,0.965538
25,38,Undirected,0.511632
25,59,Undirected,0.522882
25,75,Undirected,0.563848
25,113,Undirected,0.569572
25,115,Undirected,0.447054
25,119,Undirected,0.481637
25,144,Undirected,0.507783
25,151,Undirected,0.438000
25,164,Undirected,0.658776
25,168,Undirected,0.554205
26,31,Undirected,0.446171
26,44,Undirected,0.574049
26,54,Undirected,0.545741
26,63,Undirected,0.552761
26,70,Undirected,0.461722
26,85,Undirected,0.543991
26,89,Undirected,0.546165
26,100,Undirected,0.814492
26,102,Undirected,0.822631
26,105,Undirected,0.471240
26,108,Undirected,0.533661
26,131,Undirected,0.724290
26,132,Undirected,0.447433
26,138,Undirected,0.812492
26,142,Undirected,0.574480
26,143,Undirected,0.636630
26,150,Undirected,0.476665
26,158,Undirected,0.682782
26,159,Undirected,0.915020
26,170,Undirected,0.611308
26,172,Undirected,0.644764
26,175,Undirected,0.900878
26,177,Undirected,0.704288
26,179,Undirected,0.446070
26,189,Undirected,0.744211
26,192,Undirected,0.505459
26,195,Undirected,0.621867
27,43,Undirected,0.460797
27,87,Undirected,0.486400
27,198,Undirected,0.481170
28,31,Undirected,0.579322
28,50,Undirected,0.441001
28,60,Undirected,0.810678
28,65,Undirected,0.747990
28,66,Undirected,0.469702
28,76,Undirected,0.482359
28,79,Undirected,0.450282
28,90,Undirected,0.610584
28,96,Undirected,0.820579
28,111,Undirected,0.693895
28,123,Undirected,0.716256
28,134,Undirected,0.664678
28,154,Undirected,0.442897
28,157,Undirected,0.474054
28,161,Undirected,0.443218
28,185,Undirected,0.517040
28,188,Undirected,0.613344
28,197,Undirected,0.445568
28,200,Undirected,0.460404
29,40,Undirected,0.596528
29,46,Undirected,0.716682
29,55,Undirected,0.551546
29,76,Undirected,0.501526
29,79,Undirected,0.519299
29,81,Undirected,0.500439
29,147,Undirected,0.485272
29,149,Undirected,0.439935
29,174,Undirected,0.469201
30,52,Undirected,0.439365
31,50,Undirected,0.531162
31,60,Undirected,0.511160
31,64,Undirected,0.552660
31,65,Undirected,0.578158
31,85,Undirected,0.476337
31,90,Undirected,0.490045
31,93,Undirected,0.785327
31,96,Undirected,0.536668
31,100,Undirected,0.463696
31,114,Undirected,0.435450
31,116,Undirected,0.455196
31,123,Undirected,0.460335
31,132,Undirected,0.683779
31,134,Undirected,0.548836
31,136,Undirected,0.721384
31,143,Undirected,0.562212
31,156,Undirected,0.535742
31,163,Undirected,0.545995
31,170,Undirected,0.591793
31,171,Undirected,0.569093
31,180,Undirected,0.636958
31,188,Undirected,0.737258
31,197,Undirected,0.538492
32,43,Undirected,0.616971
32,78,Undirected,0.546640
32,101,Undirected,0.490214
32,140,Undirected,0.581981
32,181,Undirected,0.463296
32,198,Undirected,0.493724
33,35,Undirected,0.440699
33,55,Undirected,0.506128
33,56,Undirected,0.495710
33,66,Undirected,0.549931
33,67,Undirected,0.476125
33,69,Undirected,0.534109
33,76,Undirected,0.475197
33,79,Undirected,0.550633
33,107,Undirected,0.434986
33,116,Undirected,0.513477
33,117,Undirected,0.551330
33,119,Undirected,0.593345
33,121,Undirected,0.483149
33,123,Undirected,0.456075
33,125,Undirected,0.461473
33,128,Undirected,0.759057
33,137,Undirected,0.464892
33,146,Undirected,0.548143
33,150,Undirected,0.453990
33,161,Undirected,0.459212
33,165,Undirected,0.514197
33,184,Undirected,0.611533
33,185,Undirected,0.512823
33,196,Undirected,0.442601
33,197,Undirected,0.437296
33,200,Undirected,0.617968
34,50,Undirected,0.516691
34,56,Undirected,0.434519
34,61,Undirected,0.485350
34,63,Undirected,0.453832
34,73,Undirected,0.714138
34,95,Undirected,0.466229
34,99,Undirected,0.453472
34,114,Undirected,0.607964
34,141,Undirected,0.509249
34,149,Undirected,0.456765
34,151,Undirected,0.842866
34,156,Undirected,0.631011
34,164,Undirected,0.574967
34,165,Undirected,0.600380
34,169,Undirected,0.441123
34,171,Undirected,0.473355
35,59,Undirected,0.560453
35,66,Undirected,0.762802
35,67,Undirected,0.631789
35,79,Undirected,0.531653
35,88,Undirected,0.466034
35,98,Undirected,0.574462
35,116,Undirected,0.446334
35,119,Undirected,0.782584
35,121,Undirected,0.782976
35,123,Undirected,0.464451
35,128,Undirected,0.643334
35,137,Undirected,0.657038
35,146,Undirected,0.628852
35,157,Undirected,0.451428
35,165,Undirected,0.436449
35,178,Undirected,0.495350
35,180,Undirected,0.438300
35,184,Undirected,0.568902
35,185,Undirected,0.738153
35,200,Undirected,0.598146
36,80,Undirected,0.582611
36,103,Undirected,0.565111
36,120,Undirected,0.445293
36,192,Undirected,0.479049
37,45,Undirected,0.579927
37,48,Undirected,0.796577
37,58,Undirected,0.473527
37,62,Undirected,0.490077
37,89,Undirected,0.443989
37,92,Undirected,0.473372
37,105,Undirected,0.538497
37,122,Undirected,0.535962
37,152,Undirected,0.456127
37,172,Undirected,0.459059
37,179,Undirected,0.587115
37,189,Undirected,0.450391
38,56,Undirected,0.465554
38,61,Undirected,0.607930
38,75,Undirected,0.553511
38,106,Undirected,0.672742
38,113,Undirected,0.474339
38,115,Undirected,0.590592
38,125,Undirected,0.483782
38,127,Undirected,0.628207
38,149,Undirected,0.571099
38,164,Undirected,0.512207
38,166,Undirected,0.538944
38,168,Undirected,0.581763
38,186,Undirected,0.452779
38,187,Undirected,0.471424
39,49,Undirected,0.573109
39,99,Undirected,0.642990
39,107,Undirected,0.441615
39,113,Undirected,0.436259
39,164,Undirected,0.441989
39,166,Undirected,0.529444
40,46,Undirected,0.485025
40,47,Undirected,0.449809
40,53,Undirected,0.444962
40,55,Undirected,0.804849
40,59,Undirected,0.451617
40,75,Undirected,0.514838
40,91,Undirected,0.661760
40,104,Undirected,0.472925
40,106,Undirected,0.502829
40,125,Undirected,0.495734
40,133,Undirected,0.452720
40,139,Undirected,0.537513
40,149,Undirected,0.626220
40,167,Undirected,0.615849
40,168,Undirected,0.598930
40,186,Undirected,0.435668
40,187,Undirected,0.483427
40,191,Undirected,0.439829
40,193,Undirected,0.526346
40,196,Undirected,0.454317
41,103,Undirected,0.570571
41,118,Undirected,0.531223
41,162,Undirected,0.483680
41,176,Undirected,0.443695
41,190,Undirected,0.444340
41,192,Undirected,0.441819
42,113,Undirected,0.454851
42,169,Undirected,0.500062
42,183,Undirected,0.491550
43,72,Undirected,0.476128
43,78,Undirected,0.631666
43,101,Undirected,0.611713
43,140,Undirected,0.442401
44,54,Undirected,0.728225
44,70,Undirected,0.722371
44,81,Undirected,0.454449
44,89,Undirected,0.932551
44,102,Undirected,0.635996
44,105,Undirected,0.591235
44,108,Undirected,1.160383
44,131,Undirected,0.659612
44,138,Undirected,0.737652
44,142,Undirected,0.774071
44,158,Undirected,0.654553
44,159,Undirected,0.565339
44,170,Undirected,0.446834
44,172,Undirected,0.480566
44,175,Undirected,0.711285
44,177,Undirected,0.737837
44,179,Undirected,0.522550
44,189,Undirected,0.539548
44,192,Undirected,0.481833
44,195,Undirected,0.808266
45,47,Undirected,0.468285
45,55,Undirected,0.453909
45,67,Undirected,0.472775
45,84,Undirected,0.552440
45,94,Undirected,0.501747
45,148,Undirected,0.516380
45,178,Undirected,0.513054
46,58,Undirected,0.763663
46,81,Undirected,0.688285
46,82,Undirected,0.616251
46,104,Undirected,0.504475
46,106,Undirected,0.457044
46,109,Undirected,0.520401
46,114,Undirected,0.448452
46,127,Undirected,0.454921
46,139,Undirected,0.573365
46,147,Undirected,0.656270
46,166,Undirected,0.615131
46,174,Undirected,0.858831
46,191,Undirected,0.496182
47,67,Undirected,0.509061
47,84,Undirected,0.567067
47,135,Undirected,0.606909
47,148,Undirected,0.445945
47,178,Undirected,0.608343
48,58,Undirected,0.506931
48,62,Undirected,0.567092
48,89,Undirected,0.460619
48,92,Undirected,0.486514
48,105,Undirected,0.646203
48,122,Undirected,0.488762
48,138,Undirected,0.458201
48,152,Undirected,0.515157
48,155,Undirected,0.472353
48,172,Undirected,0.544004
48,179,Undirected,0.605430
48,189,Undirected,0.468663
48,192,Undirected,0.440513
48,195,Undirected,0.449236
48,199,Undirected,0.463121
49,51,Undirected,0.438801
49,53,Undirected,0.483721
49,72,Undirected,0.650788
49,82,Undirected,0.452769
49,91,Undirected,0.490865
49,101,Undirected,0.441770
49,107,Undirected,0.555869
49,109,Undirected,0.493624
49,139,Undirected,0.552362
49,140,Undirected,0.601727
49,153,Undirected,0.574390
49,174,Undirected,0.521117
49,186,Undirected,0.511877
49,193,Undirected,0.502069
50,60,Undirected,0.449706
50,64,Undirected,0.748450
50,65,Undirected,0.480831
50,73,Undirected,0.583340
50,76,Undirected,0.451029
50,79,Undirected,0.478880
50,90,Undirected,0.628211
50,93,Undirected,0.526281
50,95,Undirected,0.558170
50,96,Undirected,0.505101
50,97,Undirected,0.440280
50,114,Undirected,0.508101
50,115,Undirected,0.549422
50,123,Undirected,0.486979
50,125,Undirected,0.442454
50,132,Undirected,0.446334
50,134,Undirected,0.534117
50,136,Undirected,0.664897
50,151,Undirected,0.439559
50,156,Undirected,0.589564
50,161,Undirected,0.545060
50,163,Undirected,0.524546
50,171,Undirected,0.563822
50,180,Undirected,0.437401
50,182,Undirected,0.643816
50,188,Undirected,0.539403
50,197,Undirected,0.525679
51,57,Undirected,0.513203
51,58,Undirected,0.543001
51,72,Undirected,0.569848
51,91,Undirected,0.532612
51,104,Undirected,0.574567
51,109,Undirected,0.908181
51,133,Undirected,0.482765
51,139,Undirected,0.601495
51,160,Undirected,0.705132
51,174,Undirected,0.513378
51,191,Undirected,0.447734
52,86,Undirected,0.770798
52,176,Undirected,0.492629
53,71,Undirected,0.578143
53,74,Undirected,0.590376
53,83,Undirected,0.566297
53,91,Undirected,0.450938
53,107,Undirected,0.461994
53,112,Undirected,0.505350
53,113,Undirected,0.481586
53,144,Undirected,0.605067
53,149,Undirected,0.477207
53,186,Undirected,0.473435
53,187,Undirected,0.447635
53,193,Undirected,0.454693
53,196,Undirected,0.623689
54,70,Undirected,0.898333
54,81,Undirected,0.746927
54,85,Undirected,0.542789
54,89,Undirected,1.013205
54,97,Undirected,0.531139
54,102,Undirected,0.607929
54,105,Undirected,0.718531
54,108,Undirected,0.779721
54,131,Undirected,0.698123
54,138,Undirected,0.821755
54,142,Undirected,1.170755
54,147,Undirected,0.525237
54,150,Undirected,0.481730
54,158,Undirected,0.440779
54,159,Undirected,0.516870
54,170,Undirected,0.648196
54,172,Undirected,0.571826
54,175,Undirected,0.492971
54,177,Undirected,0.842433
54,179,Undirected,0.653611
54,189,Undirected,0.605463
54,195,Undirected,0.537208
54,197,Undirected,0.437323
55,59,Undirected,0.596115
55,66,Undirected,0.436956
55,67,Undirected,0.535461
55,76,Undirected,0.496482
55,79,Undirected,0.806909
55,83,Undirected,0.475922
55,119,Undirected,0.575584
55,125,Undirected,0.662460
55,128,Undirected,0.520941
55,137,Undirected,0.457682
55,161,Undirected,0.561582
55,167,Undirected,0.525805
55,168,Undirected,0.622179
55,178,Undirected,0.435455
55,182,Undirected,0.444931
55,184,Undirected,0.591033
55,196,Undirected,0.446866
56,61,Undirected,0.566985
56,73,Undirected,0.480641
56,82,Undirected,0.511456
56,95,Undirected,0.446608
56,125,Undirected,0.475149
56,149,Undirected,0.514590
56,151,Undirected,0.476141
56,156,Undirected,0.550077
56,167,Undirected,0.440061
57,71,Undirected,0.557724
57,74,Undirected,0.508956
57,112,Undirected,0.440299
57,196,Undirected,0.436539
58,62,Undirected,0.435731
58,72,Undirected,0.476365
58,81,Undirected,0.523531
58,82,Undirected,0.493047
58,91,Undirected,0.450795
58,104,Undirected,0.543919
58,105,Undirected,0.567782
58,109,Undirected,0.650018
58,139,Undirected,0.597470
58,147,Undirected,0.454387
58,163,Undirected,0.439927
58,166,Undirected,0.459719
58,174,Undirected,0.794003
58,179,Undirected,0.518062
58,191,Undirected,0.484043
59,66,Undirected,0.451516
59,67,Undirected,0.618400
59,79,Undirected,0.487119
59,83,Undirected,0.570918
59,119,Undirected,0.781809
59,128,Undirected,0.494323
59,137,Undirected,0.535409
59,144,Undirected,0.610068
59,146,Undirected,0.448072
59,161,Undirected,0.445848
59,168,Undirected,0.477448
59,178,Undirected,0.533121
59,184,Undirected,0.650317
60,65,Undirected,0.525951
60,66,Undirected,0.494504
60,76,Undirected,0.470758
60,79,Undirected,0.502518
60,90,Undirected,0.505392
60,93,Undirected,0.493308
60,96,Undirected,0.629446
60,98,Undirected,0.472557
60,111,Undirected,0.553445
60,115,Undirected,0.441516
60,123,Undirected,0.702573
60,134,Undirected,0.553470
60,146,Undirected,0.446771
60,154,Undirected,0.538304
60,157,Undirected,0.623670
60,161,Undirected,0.463000
60,171,Undirected,0.448120
60,180,Undirected,0.557953
60,185,Undirected,0.486676
60,188,Undirected,0.449343
61,73,Undirected,0.662235
61,82,Undirected,0.629720
61,95,Undirected,0.674984
61,99,Undirected,0.466332
61,106,Undirected,0.467023
61,125,Undirected,0.466834
61,127,Undirected,0.465333
61,133,Undirected,0.572784
61,149,Undirected,0.660127
61,151,Undirected,0.572228
61,167,Undirected,0.505799
61,169,Undirected,0.475121
61,173,Undirected,0.526715
61,183,Undirected,0.530563
61,186,Undirected,0.485187
61,187,Undirected,0.443799
61,191,Undirected,0.668508
62,63,Undirected,0.475021
62,87,Undirected,0.554022
62,92,Undirected,0.567271
62,100,Undirected,0.556049
62,105,Undirected,0.514927
62,110,Undirected,0.439732
62,122,Undirected,0.696184
62,145,Undirected,0.574163
62,155,Undirected,0.563025
62,172,Undirected,0.659345
62,179,Undirected,0.520859
62,189,Undirected,0.516687
62,199,Undirected,0.481543
63,77,Undirected,0.451297
63,97,Undirected,0.468658
63,99,Undirected,0.531221
63,100,Undirected,0.808154
63,103,Undirected,0.456977
63,114,Undirected,0.513379
63,122,Undirected,0.434284
63,136,Undirected,0.440832
63,138,Undirected,0.439381
63,143,Undirected,0.535885
63,150,Undirected,0.500159
63,158,Undirected,0.462647
63,159,Undirected,0.661468
63,172,Undirected,0.452521
