Source,Target,Weight,Type
4,132,0.5816147210575604,Undirected
4,138,0.7667035486554937,Undirected
4,148,0.4225807264168498,Undirected
4,159,0.43596677822902846,Undirected
4,172,0.4273669527007292,Undirected
4,173,0.5714888314271104,Undirected
4,185,0.4437553915913378,Undirected
4,190,0.5511713143247668,Undirected
4,192,0.5062797319366363,Undirected
5,6,0.4987617879635664,Undirected
5,7,0.4182964665053884,Undirected
5,12,0.44919278190277934,Undirected
5,17,0.4269140460229065,Undirected
5,18,0.418823587054773,Undirected
5,21,0.4032508056012647,Undirected
5,27,0.4188372474441251,Undirected
5,28,0.6333428431037049,Undirected
5,37,0.4822916553543332,Undirected
5,39,0.47628803426697536,Undirected
5,45,0.5739912941127491,Undirected
5,54,0.5327445473038492,Undirected
5,55,0.4325057360525258,Undirected
5,59,0.41631480190767534,Undirected
5,63,0.4019280707877417,Undirected
5,64,0.5984885173342274,Undirected
5,74,0.40263970777476704,Undirected
5,75,0.9873821831986858,Undirected
5,78,0.5921471175624974,Undirected
5,80,0.5663397316555895,Undirected
5,105,0.5565006163968697,Undirected
5,110,0.4617811531417864,Undirected
5,114,0.45144513825956956,Undirected
5,122,0.6201009296302947,Undirected
5,124,0.5457908753308058,Undirected
5,126,0.43587105361926515,Undirected
5,135,0.4558947575961874,Undirected
5,146,0.5522734295316643,Undirected
5,155,0.40161060106845137,Undirected
5,162,0.6753312065102056,Undirected
5,166,0.4251534599288946,Undirected
5,167,0.5107392676566878,Undirected
5,173,0.42786757136237585,Undirected
5,190,0.4360312206208787,Undirected
5,196,0.7684222940742849,Undirected
6,12,0.4398014035092961,Undirected
6,16,0.45782036154515027,Undirected
6,22,0.40109108456043724,Undirected
6,24,0.5651274913246244,Undirected
6,37,0.6277623957893858,Undirected
6,55,0.6844389080363796,Undirected
6,74,0.45113395749934254,Undirected
6,92,0.4415931547342387,Undirected
6,112,0.4731871326715425,Undirected
6,114,0.5083813960784569,Undirected
6,124,0.42211259628540404,Undirected
6,126,0.42085857860053033,Undirected
6,148,0.4107968250982017,Undirected
6,155,0.46722609620077366,Undirected
6,163,0.502767981459126,Undirected
6,165,0.5128421543584032,Undirected
6,167,0.48163028857074885,Undirected
7,20,0.4700349612504055,Undirected
7,23,0.43332991043562596,Undirected
7,27,0.566307912444019,Undirected
7,49,0.42551949986642723,Undirected
7,59,0.7170947352057038,Undirected
7,64,0.4562267600942823,Undirected
7,65,0.45408371107227585,Undirected
7,75,0.4649530023527551,Undirected
7,78,0.4980093824985771,Undirected
7,87,0.43520420211147237,Undirected
7,89,0.5152680525918322,Undirected
7,95,0.7701336794350875,Undirected
7,97,0.4568998076439033,Undirected
7,110,0.5192924301771208,Undirected
7,122,0.6722667907358579,Undirected
7,145,0.4695061701705885,Undirected
7,153,0.6194575356302887,Undirected
7,156,0.6071807085104654,Undirected
7,160,0.4505398362934448,Undirected
7,170,0.4603485208391347,Undirected
7,179,0.4038282812484996,Undirected
7,187,0.41496266922264974,Undirected
7,199,0.4394791382263907,Undirected
8,9,0.5325171844802589,Undirected
8,35,0.5262743573282372,Undirected
8,40,0.45212924799427623,Undirected
8,62,0.41577543697119845,Undirected
8,76,0.45405630199262226,Undirected
8,79,0.5253740837379259,Undirected
8,99,0.42798258711215403,Undirected
8,102,0.5188876831906201,Undirected
8,117,0.7205660683762294,Undirected
8,119,0.4808417732541106,Undirected
8,125,0.4282791300503182,Undirected
8,137,0.4405117370923375,Undirected
8,151,0.5638248545512657,Undirected
8,158,0.42047834775575404,Undirected
8,161,0.5041385157744933,Undirected
8,175,0.4793238580683965,Undirected
8,176,0.4552082412797012,Undirected
8,188,0.48958065359400343,Undirected
8,191,0.6476787821120674,Undirected
9,35,0.5888785536285089,Undirected
9,40,0.48865464153330473,Undirected
9,62,0.41715253367174054,Undirected
9,76,0.5406652467929098,Undirected
9,79,0.5615484175187101,Undirected
9,99,0.4529597604329338,Undirected
9,102,0.44689616212150385,Undirected
9,117,0.4632305738270293,Undirected
9,119,0.465403173400909,Undirected
9,125,0.6792333082364933,Undirected
9,191,0.5246615141416545,Undirected
10,38,0.4189544795892449,Undirected
10,48,0.6010482254908786,Undirected
10,52,0.40885592568406776,Undirected
10,68,0.43445974532794696,Undirected
10,71,0.7051428407661706,Undirected
10,72,0.43516102800533446,Undirected
10,73,0.5438705967664238,Undirected
10,81,0.5621658743332721,Undirected
10,90,0.5544220996412837,Undirected
10,98,0.4874846477315733,Undirected
10,100,0.47194368117583796,Undirected
10,103,0.5047291401539657,Undirected
10,106,0.6667344409148773,Undirected
10,108,0.43055436748683085,Undirected
10,116,0.7014408024645021,Undirected
10,132,0.5715497275810467,Undirected
10,138,0.4523943193040652,Undirected
10,139,0.42264212262396,Undirected
10,140,0.47786826139934824,Undirected
10,148,0.4279611162847107,Undirected
10,152,0.4912131697628297,Undirected
10,172,0.47623067555200327,Undirected
10,173,0.48563086972547703,Undirected
10,185,0.46594928944555486,Undirected
10,192,0.4570621956342045,Undirected
10,195,0.5348409281643911,Undirected
11,37,0.5094116476090212,Undirected
11,41,0.4075786882706931,Undirected
11,74,0.62714047788599,Undirected
11,105,0.4455829224142165,Undirected
11,112,0.6688929366137732,Undirected
11,126,0.44488480629576627,Undirected
11,138,0.4488346250220077,Undirected
11,165,0.456412920083257,Undirected
11,182,0.5692707369032105,Undirected
12,16,0.4408283771516918,Undirected
12,17,0.416930114810245,Undirected
12,19,0.6050080093357668,Undirected
12,22,0.43036371959025355,Undirected
12,24,0.4666739786453721,Undirected
12,33,0.45324284183464214,Undirected
12,37,0.46918949209216865,Undirected
12,39,0.4929213763229013,Undirected
12,44,0.4482294892136773,Undirected
12,49,0.555830921794837,Undirected
12,54,0.7883088240519162,Undirected
12,55,0.39937838436304673,Undirected
12,58,0.6312121908505187,Undirected
12,60,0.40469600462636285,Undirected
12,63,0.5078875695048652,Undirected
12,66,0.4967295955501786,Undirected
12,72,0.5294348876555367,Undirected
12,75,0.42997694992427526,Undirected
12,78,0.7177412638089775,Undirected
12,82,0.40480181498180556,Undirected
12,83,0.41150889367895677,Undirected
12,114,0.5914855497515564,Undirected
12,118,0.5370263519897287,Undirected
12,122,0.46096200278105065,Undirected
12,124,0.5805740800111907,Undirected
12,148,0.5731344158385514,Undirected
12,150,0.4445296107818205,Undirected
12,155,0.43266694772195746,Undirected
12,160,0.6983265291671267,Undirected
12,163,0.426876469686855,Undirected
12,164,0.41060604209784757,Undirected
12,166,0.4716980926852741,Undirected
12,167,0.5456094983711494,Undirected
12,177,0.4107629412637262,Undirected
12,181,0.5872254888438193,Undirected
12,183,0.6001881929669978,Undirected
12,195,0.4134246616021008,Undirected
13,18,0.4343457032863267,Undirected
13,21,0.4145054245922802,Undirected
13,48,0.49311359451342834,Undirected
13,57,0.41012198243119813,Undirected
13,68,0.6143996688624425,Undirected
13,71,0.4061001386747447,Undirected
13,80,0.43395008370619353,Undirected
13,81,0.4449585760774999,Undirected
13,84,0.429573509257719,Undirected
13,90,0.4503642572201252,Undirected
13,96,0.42171936579991837,Undirected
13,105,0.4929343911596325,Undirected
13,106,0.46626006379362145,Undirected
13,108,0.40387005170759327,Undirected
13,126,0.4453604582639686,Undirected
13,138,0.492170462691072,Undirected
13,139,0.4595423432773146,Undirected
13,149,0.421032020146914,Undirected
13,162,0.4417522763899544,Undirected
13,165,0.48299030312167207,Undirected
13,173,0.6190745358547896,Undirected
13,185,0.4521769283659395,Undirected
13,186,0.40120988876752606,Undirected
13,192,0.5086525153728464,Undirected
14,21,0.4493680677768711,Undirected
14,46,0.7040439381477998,Undirected
14,50,0.4554590846890706,Undirected
14,70,0.4217628570618831,Undirected
14,129,0.44138936656276645,Undirected
14,134,0.4841945523783768,Undirected
14,159,0.5592185483912294,Undirected
15,22,0.40397442187365284,Undirected
15,25,0.4535078780252447,Undirected
15,30,0.44959995539814535,Undirected
15,33,0.4403350290577818,Undirected
15,49,0.4572220525707082,Undirected
15,62,0.6943305556899145,Undirected
15,84,0.44351464324816653,Undirected
15,92,0.4583818188535101,Undirected
15,96,0.499666047407402,Undirected
15,98,0.44885446106315324,Undirected
15,99,0.619845788609289,Undirected
15,113,0.5285042721443615,Undirected
15,115,0.41850584843072625,Undirected
15,131,0.5052664970105792,Undirected
15,135,0.5690851738234786,Undirected
15,142,0.6500499301573825,Undirected
15,149,0.5661080429865678,Undirected
15,155,0.5449680635955322,Undirected
15,158,0.499621401206197,Undirected
15,162,0.43750029124798384,Undirected
15,169,0.4821010540929832,Undirected
15,170,0.485874927116939,Undirected
15,188,0.4769812933537239,Undirected
16,24,0.4927275744500717,Undirected
16,33,0.6086017786846153,Undirected
16,37,0.46713777190736355,Undirected
16,72,0.48484692107523636,Undirected
16,92,0.42923615640876833,Undirected
16,113,0.4077320642979148,Undirected
16,114,0.6738325010112034,Undirected
16,131,0.4865745926078215,Undirected
16,143,0.4690415963603263,Undirected
16,150,0.47012600717580305,Undirected
16,155,0.46027227394479125,Undirected
16,163,0.8196506037215342,Undirected
17,36,0.5694323546968124,Undirected
17,39,0.4361890310040231,Undirected
17,44,0.9813010336299033,Undirected
17,46,0.444627914805154,Undirected
17,47,0.5486007580959573,Undirected
17,54,0.45406475730294754,Undirected
17,57,0.4278764186120641,Undirected
17,78,0.4349004770794705,Undirected
17,83,0.45840340768794935,Undirected
17,93,0.5451343398097849,Undirected
17,147,0.5671944580448413,Undirected
17,177,0.4708994980932113,Undirected
18,21,0.483025233693878,Undirected
18,45,0.5875259774489004,Undirected
18,50,0.4317435419922094,Undirected
18,53,0.4303965325530132,Undirected
18,57,0.7705471629113971,Undirected
18,61,0.4346803448648553,Undirected
18,69,0.5033914021367233,Undirected
18,80,0.7321366917605293,Undirected
18,81,0.4136516317514974,Undirected
18,88,0.45967244812666525,Undirected
18,96,0.573232116701901,Undirected
18,103,0.41160474996177204,Undirected
18,104,0.6544988682011973,Undirected
18,108,0.5267555311581873,Undirected
18,113,0.4303727960340082,Undirected
18,121,0.4693377716505081,Undirected
18,138,0.453332813457058,Undirected
18,146,0.6980771732152461,Undirected
18,162,0.4285194116378565,Undirected
18,165,0.426198998069382,Undirected
18,173,0.7227925816768285,Undirected
18,178,0.6302112134848429,Undirected
18,190,0.4411510956263383,Undirected
19,32,0.4409142817337945,Undirected
19,39,0.45178538282521546,Undirected
19,46,0.4087065962897736,Undirected
19,54,0.5828909243567476,Undirected
19,58,0.813482272213476,Undirected
19,66,0.610267259677798,Undirected
19,78,0.4213956390226997,Undirected
19,82,0.5148255634277972,Undirected
19,118,0.6167909542961351,Undirected
19,124,0.4079452030625753,Undirected
19,136,0.42190621546504326,Undirected
19,140,0.4529800867179283,Undirected
19,143,0.5335209960097785,Undirected
19,145,0.404764960217854,Undirected
19,160,0.4164944067866934,Undirected
19,164,0.4678362301763891,Undirected
19,166,0.40097198741861156,Undirected
19,183,0.7629771228173223,Undirected
19,195,0.5926055265680933,Undirected
20,27,0.6854020809202513,Undirected
20,59,0.4440433502076763,Undirected
20,64,0.833892133682917,Undirected
20,89,0.5782235393136675,Undirected
20,95,0.6579845888455955,Undirected
20,110,0.8920843067860755,Undirected
20,122,0.5712608397645828,Undirected
20,133,0.43135598297581607,Undirected
20,187,0.5282179034009196,Undirected
21,28,0.5277887599025122,Undirected
21,39,0.8311567049384716,Undirected
21,45,0.5611986008811327,Undirected
21,46,0.4361981342577771,Undirected
21,48,0.4380978851408001,Undirected
21,50,0.6739152654781916,Undirected
21,52,0.4001720944983812,Undirected
21,57,0.5422091525823944,Undirected
21,71,0.43474870891105216,Undirected
21,81,0.42067359096237983,Undirected
21,90,0.6987778119324876,Undirected
21,103,0.5874112506074272,Undirected
21,105,0.4762377368559674,Undirected
21,108,0.7263603494815786,Undirected
21,111,0.45682223433377106,Undirected
21,132,0.4600260713645149,Undirected
21,138,0.8198831945430164,Undirected
21,148,0.41744491131375294,Undirected
21,159,0.5426431305811512,Undirected
21,173,0.5484830519237168,Undirected
21,185,0.46359696170102555,Undirected
21,190,0.46092837885803145,Undirected
21,192,0.5014428603475743,Undirected
22,24,0.6480273217799549,Undirected
22,33,0.5699682426896953,Undirected
22,55,0.48684912505712724,Undirected
22,60,0.4245499815664449,Undirected
22,72,0.40326428180662116,Undirected
22,98,0.40609704500851457,Undirected
22,112,0.41250065105585687,Undirected
22,113,0.4109127781799658,Undirected
22,124,0.46400433274027664,Undirected
22,150,0.7037464165559538,Undirected
22,155,0.5325243440445907,Undirected
22,163,0.4694188930817045,Undirected
22,164,0.420099110134325,Undirected
22,166,0.4139127155834077,Undirected
22,168,0.5555818812143225,Undirected
22,182,0.4895503009597049,Undirected
22,183,0.40588098667169514,Undirected
23,32,0.7013655051483311,Undirected
23,34,0.62848409153054,Undirected
23,54,0.42462030185802296,Undirected
23,58,0.44422678558407974,Undirected
23,65,0.9112511003854168,Undirected
23,66,0.523137209776058,Undirected
23,68,0.45487454123001514,Undirected
23,78,0.5484545402739504,Undirected
23,82,0.419589317437297,Undirected
23,87,0.5033767439473025,Undirected
23,89,0.40349017804707604,Undirected
23,95,0.41045917739902765,Undirected
23,97,0.5175850668608865,Undirected
23,115,0.5513253968251225,Undirected
23,116,0.4026251853529188,Undirected
23,118,0.6945680665247048,Undirected
23,120,0.7802439890261771,Undirected
23,122,0.49708987195980725,Undirected
23,127,0.82388920804606,Undirected
23,136,0.5901814789188421,Undirected
23,145,0.8819099109682167,Undirected
23,149,0.4221050293410999,Undirected
23,153,0.42822047221161547,Undirected
23,156,0.4659112912350927,Undirected
23,164,0.4732008357444976,Undirected
23,179,0.4167011017471648,Undirected
23,183,0.6260113504865051,Undirected
23,184,0.7391448357126668,Undirected
23,187,0.40793848711063657,Undirected
23,199,0.942742361988217,Undirected
24,37,0.4865084766150639,Undirected
24,58,0.5087426518207722,Undirected
24,74,0.4665304305442253,Undirected
24,112,0.5323628334432096,Undirected
24,114,0.4040579076972783,Undirected
24,118,0.47048546886348175,Undirected
24,124,0.44401333649684016,Undirected
24,143,0.4757740925228967,Undirected
24,150,0.4630140789674452,Undirected
24,155,0.41389866294489785,Undirected
24,163,0.6213825612865445,Undirected
24,167,0.5202956049560153,Undirected
25,30,0.41150166685644973,Undirected
25,43,0.5000194090438804,Undirected
25,53,0.5221607766910149,Undirected
25,62,0.5209817773947181,Undirected
25,84,0.5505313484884149,Undirected
25,88,0.48362937813729795,Undirected
25,96,0.4086841969811884,Undirected
25,99,0.796300389667438,Undirected
25,101,0.8581917619339487,Undirected
25,107,0.47350811130139603,Undirected
25,130,0.7411691468671445,Undirected
25,131,0.4477808428326815,Undirected
25,137,0.7711041685586113,Undirected
25,141,0.5585205099704431,Undirected
25,142,0.5945802487656219,Undirected
25,149,0.4328481530405211,Undirected
25,157,0.6508226569284176,Undirected
25,158,0.910663285254088,Undirected
25,169,0.6165644414092271,Undirected
25,171,0.6089013748499574,Undirected
25,174,0.9122544511064171,Undirected
25,176,0.6753381532982745,Undirected
25,188,0.7495403800981011,Undirected
25,191,0.4985786686630079,Undirected
25,194,0.5870859020858623,Undirected
26,42,0.4183740092429256,Undirected
26,86,0.4584360215604968,Undirected
26,197,0.40044133998975157,Undirected
27,30,0.46153789615901863,Undirected
27,59,0.7351938231151668,Undirected
27,64,0.6813520030803655,Undirected
27,75,0.4243752762868845,Undirected
27,89,0.5369402943674081,Undirected
27,95,0.7775421443733587,Undirected
27,110,0.6376325526987134,Undirected
27,122,0.6805579773518317,Undirected
27,133,0.5811423123411558,Undirected
27,156,0.422211786560415,Undirected
27,184,0.4705117562414184,Undirected
27,187,0.5281047982356741,Undirected
27,199,0.41710855494478744,Undirected
28,39,0.6485521469021818,Undirected
28,45,0.7519850467472897,Undirected
28,54,0.6080395482389668,Undirected
28,57,0.45629652566373907,Undirected
28,75,0.5160621873489025,Undirected
28,78,0.5084533771995979,Undirected
28,80,0.4762250212113837,Undirected
28,90,0.43631880697829273,Undirected
28,105,0.4031305786761464,Undirected
28,124,0.412723434322138,Undirected
28,138,0.4309184830988077,Undirected
28,146,0.49009815671214035,Undirected
28,148,0.4263531243850813,Undirected
28,166,0.4548540301684537,Undirected
28,173,0.45847915178980664,Undirected
28,192,0.40880059312227746,Undirected
30,49,0.5174123630854565,Undirected
30,59,0.43173854531351774,Undirected
30,63,0.5485863201446987,Undirected
30,64,0.49091283099070326,Undirected
30,84,0.42067705289295537,Undirected
30,89,0.4164681890880857,Undirected
30,92,0.759689702964998,Undirected
30,95,0.4436439914715405,Undirected
30,99,0.42623239603129814,Undirected
30,114,0.40584231303279067,Undirected
30,115,0.40524419737397954,Undirected
30,131,0.6437455756831191,Undirected
30,133,0.4939149885647495,Undirected
30,135,0.6757702070227875,Undirected
30,142,0.5316489217646937,Undirected
30,149,0.40918098178699674,Undirected
30,155,0.49421823879647514,Undirected
30,162,0.4742214878667433,Undirected
30,169,0.5477575469319165,Undirected
30,170,0.5287461614117265,Undirected
30,179,0.5881344052703508,Undirected
30,187,0.6384620047957353,Undirected
30,196,0.42880024623682333,Undirected
31,42,0.5856554565449951,Undirected
31,71,0.4133014783482403,Undirected
31,77,0.5348500409747727,Undirected
31,100,0.47944736345385813,Undirected
31,139,0.550832945941938,Undirected
31,180,0.4458914635008277,Undirected
32,34,0.4595920278008927,Undirected
32,54,0.494733558714402,Undirected
32,55,0.4425744636177751,Undirected
32,58,0.4643883743032012,Undirected
32,65,0.5211258223029687,Undirected
32,66,0.5044477543603151,Undirected
32,68,0.45020215649001344,Undirected
32,75,0.4164834707669517,Undirected
32,78,0.5715593924905451,Undirected
32,115,0.4907440694088981,Undirected
32,116,0.43167906508281234,Undirected
32,118,0.6356702786671314,Undirected
32,120,0.4496804870059309,Undirected
32,122,0.4329592886864813,Undirected
32,124,0.43942688203683894,Undirected
32,127,0.803395240079227,Undirected
32,136,0.4955353860644325,Undirected
32,145,0.5392108434713762,Undirected
32,149,0.4063258548598792,Undirected
32,160,0.4214110565306475,Undirected
32,164,0.49277625066295494,Undirected
32,183,0.6380811465816676,Undirected
32,184,0.5067122389292881,Undirected
32,199,0.5978490556500474,Undirected
33,49,0.49892177309426755,Undirected
33,60,0.4360864414584519,Undirected
33,62,0.4156597028943193,Undirected
33,72,0.7001569826959283,Undirected
33,94,0.4026397794046352,Undirected
33,98,0.43341055126295686,Undirected
33,113,0.563851622734663,Undirected
33,140,0.4870734305876081,Undirected
33,148,0.4320772933762841,Undirected
33,150,0.8356298474779007,Undirected
33,155,0.613161181849224,Undirected
33,163,0.5482431312641197,Undirected
33,164,0.5312930488061021,Undirected
33,168,0.4209186803715914,Undirected
33,170,0.41570573852564885,Undirected
34,58,0.5480726622510707,Undirected
34,65,0.7250619153485747,Undirected
34,66,0.6219552104886344,Undirected
34,78,0.516942218023936,Undirected
34,87,0.4397080125198347,Undirected
34,97,0.5356945009290915,Undirected
34,115,0.41207979607657613,Undirected
34,118,0.7524250453089277,Undirected
34,120,0.7836546692981942,Undirected
34,122,0.4500557510929379,Undirected
34,127,0.6315759284024576,Undirected
34,136,0.6534364418015681,Undirected
34,145,0.6314251254262051,Undirected
34,156,0.4340966915540816,Undirected
34,177,0.47884468287094284,Undirected
34,183,0.571962016874276,Undirected
34,184,0.7015721585908904,Undirected
34,199,0.5821386742720657,Undirected
35,79,0.5530262454562664,Undirected
35,102,0.5170370997416617,Undirected
35,191,0.444513587347924,Undirected
36,44,0.5573356236409356,Undirected
36,47,0.7842691927670379,Undirected
36,57,0.4590912656163828,Undirected
36,61,0.5029439618728316,Undirected
36,88,0.41590527328745014,Undirected
36,91,0.47177884793040703,Undirected
36,104,0.5064997702774435,Undirected
36,121,0.5375135781068866,Undirected
36,151,0.4120908174285122,Undirected
36,171,0.3993747950549213,Undirected
36,178,0.5337515425070658,Undirected
37,55,0.43334669756920446,Undirected
37,60,0.5847665092913923,Undirected
37,63,0.41612160678145116,Undirected
37,74,0.5177827355124386,Undirected
37,105,0.6553688736013844,Undirected
37,112,0.4588948852234812,Undirected
37,114,0.5405496810842203,Undirected
37,124,0.49157058902545026,Undirected
37,126,0.6076251119968762,Undirected
37,148,0.5416974469977726,Undirected
37,162,0.39938300401679744,Undirected
37,163,0.46684998837649144,Undirected
37,165,0.5012336180373234,Undirected
37,167,0.5371696611559384,Undirected
37,185,0.42014769475828245,Undirected
37,186,0.4213755883639178,Undirected
38,48,0.5434207088908328,Undirected
38,98,0.6261530697500295,Undirected
38,112,0.41894909571577466,Undirected
38,113,0.4188298315233931,Undirected
38,126,0.4170889853204731,Undirected
38,163,0.4177180684030572,Undirected
38,165,0.5101662043749586,Undirected
39,44,0.4312850559879392,Undirected
39,45,0.4885229540217208,Undirected
39,46,0.4430617214488183,Undirected
39,54,0.8205161271809617,Undirected
39,58,0.40237722860372455,Undirected
39,74,0.46914563791945924,Undirected
39,78,0.3997639787153141,Undirected
39,83,0.40229423220633426,Undirected
39,90,0.6411201971504378,Undirected
39,103,0.4606296578171278,Undirected
39,105,0.45915287567218294,Undirected
39,111,0.4119570031890849,Undirected
39,124,0.4465603346116998,Undirected
39,132,0.4472719184146113,Undirected
39,138,0.5132548924745899,Undirected
39,148,0.5987675625152998,Undirected
39,166,0.5823998897413228,Undirected
39,167,0.5157516525601625,Undirected
39,185,0.42664492987863867,Undirected
39,186,0.4437928843919624,Undirected
39,190,0.42172875547083116,Undirected
39,192,0.4949798265426545,Undirected
39,195,0.4132632438774103,Undirected
40,102,0.5808318756988046,Undirected
40,117,0.4887952189726632,Undirected
40,161,0.47326299398054616,Undirected
40,189,0.4438250440921408,Undirected
41,112,0.436590243530069,Undirected
41,123,0.43501315953715963,Undirected
41,168,0.5221460822942453,Undirected
41,182,0.5020122858065906,Undirected
42,71,0.44709622581033226,Undirected
42,77,0.6037097127224852,Undirected
42,100,0.5955050464271522,Undirected
42,139,0.402971738653461,Undirected
43,53,0.6223655267983678,Undirected
43,69,0.6341967932158189,Undirected
43,88,0.843717873883814,Undirected
43,101,0.5789050675143695,Undirected
43,104,0.4718396561686305,Undirected
43,107,1.0616538641669693,Undirected
43,130,0.5768758638989714,Undirected
43,137,0.6324508842958086,Undirected
43,141,0.6796729945730107,Undirected
43,157,0.5952077312871872,Undirected
43,158,0.5067213676441783,Undirected
43,171,0.40112510828090125,Undirected
43,174,0.6682936029796297,Undirected
43,176,0.6391384506167009,Undirected
43,178,0.43379142691857886,Undirected
43,188,0.4563476110028533,Undirected
43,191,0.47397020823568836,Undirected
43,194,0.7827602010519823,Undirected
44,46,0.4677771553996362,Undirected
44,47,0.4142029747974526,Undirected
44,54,0.4800798003740309,Undirected
44,66,0.47496137188273013,Undirected
44,78,0.4580673121840962,Undirected
44,83,0.5591530629170909,Undirected
44,93,0.5284312147538528,Undirected
44,147,0.511053123497724,Undirected
44,177,0.490436693072215,Undirected
45,48,0.41891931699882534,Undirected
45,50,0.4399134650551864,Undirected
45,57,0.812788440497129,Undirected
45,80,0.6568570642711239,Undirected
45,81,0.5982351711498275,Undirected
45,90,0.4354871459580339,Undirected
45,94,0.4199973063347221,Undirected
45,103,0.5145406828400751,Undirected
45,105,0.46725462172708937,Undirected
45,108,0.5445439334057164,Undirected
45,113,0.4773640005312936,Undirected
45,126,0.426954535823444,Undirected
45,132,0.41093747813645415,Undirected
45,138,0.5862447002761277,Undirected
45,146,0.6619892125470015,Undirected
45,148,0.4160545438235136,Undirected
45,165,0.6245899774213027,Undirected
45,173,0.8278102326831307,Undirected
45,185,0.42855213572883594,Undirected
45,190,0.4985376119302015,Undirected
46,54,0.43093727239312474,Undirected
