Id,Module,Degree,Label
171,5,10.859579366768955,CC200_ROI_171
172,2,18.466671041137673,CC200_ROI_172
173,1,8.260113119940062,CC200_ROI_173
174,1,19.276536748310768,CC200_ROI_174
175,2,13.115873034892164,CC200_ROI_175
176,6,3.9497499456522904,CC200_ROI_176
177,2,18.779620120961322,CC200_ROI_177
178,4,13.788873713222188,CC200_ROI_178
179,2,14.729812524446636,CC200_ROI_179
180,5,10.616693413816803,CC200_ROI_180
181,1,2.699143390160647,CC200_ROI_181
182,5,11.215625282841382,CC200_ROI_182
183,3,7.362187916146294,CC200_ROI_183
184,4,18.427326892708983,CC200_ROI_184
185,4,14.665753282780939,CC200_ROI_185
186,1,10.4514325697785,CC200_ROI_186
187,1,8.744141156062286,CC200_ROI_187
188,5,13.133414371014082,CC200_ROI_188
189,2,20.81426685608932,CC200_ROI_189
190,6,4.315316028540764,CC200_ROI_190
191,1,14.650225065631975,CC200_ROI_191
192,6,14.626115234720777,CC200_ROI_192
193,1,11.633875148911375,CC200_ROI_193
194,6,2.162743143695126,CC200_ROI_194
195,2,15.089527156081882,CC200_ROI_195
196,1,11.999970551394622,CC200_ROI_196
197,5,14.974330102263163,CC200_ROI_197
198,1,1.6807733721988054,CC200_ROI_198
199,6,4.047600709234535,CC200_ROI_199
200,4,15.525419159554392,CC200_ROI_200
