Source,Target,Type,Weight
6,19,Undirected,0.418824
6,22,Undirected,0.403251
6,28,Undirected,0.418837
6,29,Undirected,0.633343
6,38,Undirected,0.482292
6,40,Undirected,0.476288
6,46,Undirected,0.573991
6,55,Undirected,0.532745
6,56,Undirected,0.432506
6,60,Undirected,0.416315
6,64,Undirected,0.401928
6,65,Undirected,0.598489
6,75,Undirected,0.402640
6,76,Undirected,0.987382
6,79,Undirected,0.592147
6,81,Undirected,0.566340
6,106,Undirected,0.556501
6,111,Undirected,0.461781
6,115,Undirected,0.451445
6,123,Undirected,0.620101
6,125,Undirected,0.545791
6,127,Undirected,0.435871
6,136,Undirected,0.455895
6,147,Undirected,0.552273
6,156,Undirected,0.401611
6,163,Undirected,0.675331
6,167,Undirected,0.425153
6,168,Undirected,0.510739
6,174,Undirected,0.427868
6,191,Undirected,0.436031
6,197,Undirected,0.768422
7,13,Undirected,0.439801
7,17,Undirected,0.457820
7,23,Undirected,0.401091
7,25,Undirected,0.565127
7,38,Undirected,0.627762
7,56,Undirected,0.684439
7,75,Undirected,0.451134
7,93,Undirected,0.441593
7,113,Undirected,0.473187
7,115,Undirected,0.508381
7,125,Undirected,0.422113
7,127,Undirected,0.420859
7,149,Undirected,0.410797
7,156,Undirected,0.467226
7,164,Undirected,0.502768
7,166,Undirected,0.512842
7,168,Undirected,0.481630
8,21,Undirected,0.470035
8,24,Undirected,0.433330
8,28,Undirected,0.566308
8,50,Undirected,0.425519
8,60,Undirected,0.717095
8,65,Undirected,0.456227
8,66,Undirected,0.454084
8,76,Undirected,0.464953
8,79,Undirected,0.498009
8,88,Undirected,0.435204
8,90,Undirected,0.515268
8,96,Undirected,0.770134
8,98,Undirected,0.456900
8,111,Undirected,0.519292
8,123,Undirected,0.672267
8,146,Undirected,0.469506
8,154,Undirected,0.619458
8,157,Undirected,0.607181
8,161,Undirected,0.450540
8,171,Undirected,0.460349
8,180,Undirected,0.403828
8,188,Undirected,0.414963
8,200,Undirected,0.439479
9,10,Undirected,0.532517
9,36,Undirected,0.526274
9,41,Undirected,0.452129
9,63,Undirected,0.415775
9,77,Undirected,0.454056
9,80,Undirected,0.525374
9,100,Undirected,0.427983
9,103,Undirected,0.518888
9,118,Undirected,0.720566
9,120,Undirected,0.480842
9,126,Undirected,0.428279
9,138,Undirected,0.440512
9,152,Undirected,0.563825
9,159,Undirected,0.420478
9,162,Undirected,0.504139
9,176,Undirected,0.479324
9,177,Undirected,0.455208
9,189,Undirected,0.489581
9,192,Undirected,0.647679
10,36,Undirected,0.588879
10,41,Undirected,0.488655
10,63,Undirected,0.417153
10,77,Undirected,0.540665
10,80,Undirected,0.561548
10,100,Undirected,0.452960
10,103,Undirected,0.446896
10,118,Undirected,0.463231
10,120,Undirected,0.465403
10,126,Undirected,0.679233
10,192,Undirected,0.524662
11,39,Undirected,0.418954
11,49,Undirected,0.601048
11,53,Undirected,0.408856
11,69,Undirected,0.434460
11,72,Undirected,0.705143
11,73,Undirected,0.435161
11,74,Undirected,0.543871
11,82,Undirected,0.562166
11,91,Undirected,0.554422
11,99,Undirected,0.487485
11,101,Undirected,0.471944
11,104,Undirected,0.504729
11,107,Undirected,0.666734
11,109,Undirected,0.430554
11,117,Undirected,0.701441
11,133,Undirected,0.571550
11,139,Undirected,0.452394
11,140,Undirected,0.422642
11,141,Undirected,0.477868
11,149,Undirected,0.427961
11,153,Undirected,0.491213
11,173,Undirected,0.476231
11,174,Undirected,0.485631
11,186,Undirected,0.465949
11,193,Undirected,0.457062
11,196,Undirected,0.534841
12,38,Undirected,0.509412
12,42,Undirected,0.407579
12,75,Undirected,0.627140
12,106,Undirected,0.445583
12,113,Undirected,0.668893
12,127,Undirected,0.444885
12,139,Undirected,0.448835
12,166,Undirected,0.456413
12,183,Undirected,0.569271
13,17,Undirected,0.440828
13,18,Undirected,0.416930
13,20,Undirected,0.605008
13,23,Undirected,0.430364
13,25,Undirected,0.466674
13,34,Undirected,0.453243
13,38,Undirected,0.469189
13,40,Undirected,0.492921
13,45,Undirected,0.448229
13,50,Undirected,0.555831
13,55,Undirected,0.788309
13,59,Undirected,0.631212
13,61,Undirected,0.404696
13,64,Undirected,0.507888
13,67,Undirected,0.496730
13,73,Undirected,0.529435
13,76,Undirected,0.429977
13,79,Undirected,0.717741
13,83,Undirected,0.404802
13,84,Undirected,0.411509
13,115,Undirected,0.591486
13,119,Undirected,0.537026
13,123,Undirected,0.460962
13,125,Undirected,0.580574
13,149,Undirected,0.573134
13,151,Undirected,0.444530
13,156,Undirected,0.432667
13,161,Undirected,0.698327
13,164,Undirected,0.426876
13,165,Undirected,0.410606
13,167,Undirected,0.471698
13,168,Undirected,0.545609
13,178,Undirected,0.410763
13,182,Undirected,0.587225
13,184,Undirected,0.600188
13,196,Undirected,0.413425
14,19,Undirected,0.434346
14,22,Undirected,0.414505
14,49,Undirected,0.493114
14,58,Undirected,0.410122
14,69,Undirected,0.614400
14,72,Undirected,0.406100
14,81,Undirected,0.433950
14,82,Undirected,0.444959
14,85,Undirected,0.429574
14,91,Undirected,0.450364
14,97,Undirected,0.421719
14,106,Undirected,0.492934
14,107,Undirected,0.466260
14,109,Undirected,0.403870
14,127,Undirected,0.445360
14,139,Undirected,0.492170
14,140,Undirected,0.459542
14,150,Undirected,0.421032
14,163,Undirected,0.441752
14,166,Undirected,0.482990
14,174,Undirected,0.619075
14,186,Undirected,0.452177
14,187,Undirected,0.401210
14,193,Undirected,0.508653
15,22,Undirected,0.449368
15,47,Undirected,0.704044
15,51,Undirected,0.455459
15,71,Undirected,0.421763
15,130,Undirected,0.441389
15,135,Undirected,0.484195
15,160,Undirected,0.559219
16,23,Undirected,0.403974
16,26,Undirected,0.453508
16,31,Undirected,0.449600
16,34,Undirected,0.440335
16,50,Undirected,0.457222
16,63,Undirected,0.694331
16,85,Undirected,0.443515
16,93,Undirected,0.458382
16,97,Undirected,0.499666
16,99,Undirected,0.448854
16,100,Undirected,0.619846
16,114,Undirected,0.528504
16,116,Undirected,0.418506
16,132,Undirected,0.505266
16,136,Undirected,0.569085
16,143,Undirected,0.650050
16,150,Undirected,0.566108
16,156,Undirected,0.544968
16,159,Undirected,0.499621
16,163,Undirected,0.437500
16,170,Undirected,0.482101
16,171,Undirected,0.485875
16,189,Undirected,0.476981
17,25,Undirected,0.492728
17,34,Undirected,0.608602
17,38,Undirected,0.467138
17,73,Undirected,0.484847
17,93,Undirected,0.429236
17,114,Undirected,0.407732
17,115,Undirected,0.673833
17,132,Undirected,0.486575
17,144,Undirected,0.469042
17,151,Undirected,0.470126
17,156,Undirected,0.460272
17,164,Undirected,0.819651
18,37,Undirected,0.569432
18,40,Undirected,0.436189
18,45,Undirected,0.981301
18,47,Undirected,0.444628
18,48,Undirected,0.548601
18,55,Undirected,0.454065
18,58,Undirected,0.427876
18,79,Undirected,0.434900
18,84,Undirected,0.458403
18,94,Undirected,0.545134
18,148,Undirected,0.567194
18,178,Undirected,0.470899
19,22,Undirected,0.483025
19,46,Undirected,0.587526
19,51,Undirected,0.431744
19,54,Undirected,0.430397
19,58,Undirected,0.770547
19,62,Undirected,0.434680
19,70,Undirected,0.503391
19,81,Undirected,0.732137
19,82,Undirected,0.413652
19,89,Undirected,0.459672
19,97,Undirected,0.573232
19,104,Undirected,0.411605
19,105,Undirected,0.654499
19,109,Undirected,0.526756
19,114,Undirected,0.430373
19,122,Undirected,0.469338
19,139,Undirected,0.453333
19,147,Undirected,0.698077
19,163,Undirected,0.428519
19,166,Undirected,0.426199
19,174,Undirected,0.722793
19,179,Undirected,0.630211
19,191,Undirected,0.441151
20,33,Undirected,0.440914
20,40,Undirected,0.451785
20,47,Undirected,0.408707
20,55,Undirected,0.582891
20,59,Undirected,0.813482
20,67,Undirected,0.610267
20,79,Undirected,0.421396
20,83,Undirected,0.514826
20,119,Undirected,0.616791
20,125,Undirected,0.407945
20,137,Undirected,0.421906
20,141,Undirected,0.452980
20,144,Undirected,0.533521
20,146,Undirected,0.404765
20,161,Undirected,0.416494
20,165,Undirected,0.467836
20,167,Undirected,0.400972
20,184,Undirected,0.762977
20,196,Undirected,0.592606
21,28,Undirected,0.685402
21,60,Undirected,0.444043
21,65,Undirected,0.833892
21,90,Undirected,0.578224
21,96,Undirected,0.657985
21,111,Undirected,0.892084
21,123,Undirected,0.571261
21,134,Undirected,0.431356
21,188,Undirected,0.528218
22,29,Undirected,0.527789
22,40,Undirected,0.831157
22,46,Undirected,0.561199
22,47,Undirected,0.436198
22,49,Undirected,0.438098
22,51,Undirected,0.673915
22,53,Undirected,0.400172
22,58,Undirected,0.542209
22,72,Undirected,0.434749
22,82,Undirected,0.420674
22,91,Undirected,0.698778
22,104,Undirected,0.587411
22,106,Undirected,0.476238
22,109,Undirected,0.726360
22,112,Undirected,0.456822
22,133,Undirected,0.460026
22,139,Undirected,0.819883
22,149,Undirected,0.417445
22,160,Undirected,0.542643
22,174,Undirected,0.548483
22,186,Undirected,0.463597
22,191,Undirected,0.460928
22,193,Undirected,0.501443
23,25,Undirected,0.648027
23,34,Undirected,0.569968
23,56,Undirected,0.486849
23,61,Undirected,0.424550
23,73,Undirected,0.403264
23,99,Undirected,0.406097
23,113,Undirected,0.412501
23,114,Undirected,0.410913
23,125,Undirected,0.464004
23,151,Undirected,0.703746
23,156,Undirected,0.532524
23,164,Undirected,0.469419
23,165,Undirected,0.420099
23,167,Undirected,0.413913
23,169,Undirected,0.555582
23,183,Undirected,0.489550
23,184,Undirected,0.405881
24,33,Undirected,0.701366
24,35,Undirected,0.628484
24,55,Undirected,0.424620
24,59,Undirected,0.444227
24,66,Undirected,0.911251
24,67,Undirected,0.523137
24,69,Undirected,0.454875
24,79,Undirected,0.548455
24,83,Undirected,0.419589
24,88,Undirected,0.503377
24,90,Undirected,0.403490
24,96,Undirected,0.410459
24,98,Undirected,0.517585
24,116,Undirected,0.551325
24,117,Undirected,0.402625
24,119,Undirected,0.694568
24,121,Undirected,0.780244
24,123,Undirected,0.497090
24,128,Undirected,0.823889
24,137,Undirected,0.590181
24,146,Undirected,0.881910
24,150,Undirected,0.422105
24,154,Undirected,0.428220
24,157,Undirected,0.465911
24,165,Undirected,0.473201
24,180,Undirected,0.416701
24,184,Undirected,0.626011
24,185,Undirected,0.739145
24,188,Undirected,0.407938
24,200,Undirected,0.942742
25,38,Undirected,0.486508
25,59,Undirected,0.508743
25,75,Undirected,0.466530
25,113,Undirected,0.532363
25,115,Undirected,0.404058
25,119,Undirected,0.470485
25,125,Undirected,0.444013
25,144,Undirected,0.475774
25,151,Undirected,0.463014
25,156,Undirected,0.413899
25,164,Undirected,0.621383
25,168,Undirected,0.520296
26,31,Undirected,0.411502
26,44,Undirected,0.500019
26,54,Undirected,0.522161
26,63,Undirected,0.520982
26,85,Undirected,0.550531
26,89,Undirected,0.483629
26,97,Undirected,0.408684
26,100,Undirected,0.796300
26,102,Undirected,0.858192
26,108,Undirected,0.473508
26,131,Undirected,0.741169
26,132,Undirected,0.447781
26,138,Undirected,0.771104
26,142,Undirected,0.558521
26,143,Undirected,0.594580
26,150,Undirected,0.432848
26,158,Undirected,0.650823
26,159,Undirected,0.910663
26,170,Undirected,0.616564
26,172,Undirected,0.608901
26,175,Undirected,0.912254
26,177,Undirected,0.675338
26,189,Undirected,0.749540
26,192,Undirected,0.498579
26,195,Undirected,0.587086
27,43,Undirected,0.418374
27,87,Undirected,0.458436
27,198,Undirected,0.400441
28,31,Undirected,0.461538
28,60,Undirected,0.735194
28,65,Undirected,0.681352
28,76,Undirected,0.424375
28,90,Undirected,0.536940
28,96,Undirected,0.777542
28,111,Undirected,0.637633
28,123,Undirected,0.680558
28,134,Undirected,0.581142
28,157,Undirected,0.422212
28,185,Undirected,0.470512
28,188,Undirected,0.528105
28,200,Undirected,0.417109
29,40,Undirected,0.648552
29,46,Undirected,0.751985
29,55,Undirected,0.608040
29,58,Undirected,0.456297
29,76,Undirected,0.516062
29,79,Undirected,0.508453
29,81,Undirected,0.476225
29,91,Undirected,0.436319
29,106,Undirected,0.403131
29,125,Undirected,0.412723
29,139,Undirected,0.430918
29,147,Undirected,0.490098
29,149,Undirected,0.426353
29,167,Undirected,0.454854
29,174,Undirected,0.458479
29,193,Undirected,0.408801
31,50,Undirected,0.517412
31,60,Undirected,0.431739
31,64,Undirected,0.548586
31,65,Undirected,0.490913
31,85,Undirected,0.420677
31,90,Undirected,0.416468
31,93,Undirected,0.759690
31,96,Undirected,0.443644
31,100,Undirected,0.426232
31,115,Undirected,0.405842
31,116,Undirected,0.405244
31,132,Undirected,0.643746
31,134,Undirected,0.493915
31,136,Undirected,0.675770
31,143,Undirected,0.531649
31,150,Undirected,0.409181
31,156,Undirected,0.494218
31,163,Undirected,0.474221
31,170,Undirected,0.547758
31,171,Undirected,0.528746
31,180,Undirected,0.588134
31,188,Undirected,0.638462
31,197,Undirected,0.428800
32,43,Undirected,0.585655
32,72,Undirected,0.413301
32,78,Undirected,0.534850
32,101,Undirected,0.479447
32,140,Undirected,0.550833
32,181,Undirected,0.445891
33,35,Undirected,0.459592
33,55,Undirected,0.494734
33,56,Undirected,0.442574
33,59,Undirected,0.464388
33,66,Undirected,0.521126
33,67,Undirected,0.504448
33,69,Undirected,0.450202
33,76,Undirected,0.416483
33,79,Undirected,0.571559
33,116,Undirected,0.490744
33,117,Undirected,0.431679
33,119,Undirected,0.635670
33,121,Undirected,0.449680
33,123,Undirected,0.432959
33,125,Undirected,0.439427
33,128,Undirected,0.803395
33,137,Undirected,0.495535
33,146,Undirected,0.539211
33,150,Undirected,0.406326
33,161,Undirected,0.421411
33,165,Undirected,0.492776
33,184,Undirected,0.638081
33,185,Undirected,0.506712
33,200,Undirected,0.597849
34,50,Undirected,0.498922
34,61,Undirected,0.436086
34,63,Undirected,0.415660
34,73,Undirected,0.700157
34,95,Undirected,0.402640
34,99,Undirected,0.433411
34,114,Undirected,0.563852
34,141,Undirected,0.487073
34,149,Undirected,0.432077
34,151,Undirected,0.835630
34,156,Undirected,0.613161
34,164,Undirected,0.548243
34,165,Undirected,0.531293
34,169,Undirected,0.420919
34,171,Undirected,0.415706
35,59,Undirected,0.548073
35,66,Undirected,0.725062
35,67,Undirected,0.621955
35,79,Undirected,0.516942
35,88,Undirected,0.439708
35,98,Undirected,0.535695
35,116,Undirected,0.412080
35,119,Undirected,0.752425
35,121,Undirected,0.783655
35,123,Undirected,0.450056
35,128,Undirected,0.631576
35,137,Undirected,0.653436
35,146,Undirected,0.631425
35,157,Undirected,0.434097
35,178,Undirected,0.478845
35,184,Undirected,0.571962
35,185,Undirected,0.701572
35,200,Undirected,0.582139
36,80,Undirected,0.553026
36,103,Undirected,0.517037
36,192,Undirected,0.444514
37,45,Undirected,0.557336
37,48,Undirected,0.784269
37,58,Undirected,0.459091
37,62,Undirected,0.502944
37,89,Undirected,0.415905
37,92,Undirected,0.471779
37,105,Undirected,0.506500
37,122,Undirected,0.537514
37,152,Undirected,0.412091
37,179,Undirected,0.533752
38,56,Undirected,0.433347
38,61,Undirected,0.584767
38,64,Undirected,0.416122
38,75,Undirected,0.517783
38,106,Undirected,0.655369
38,113,Undirected,0.458895
38,115,Undirected,0.540550
38,125,Undirected,0.491571
38,127,Undirected,0.607625
38,149,Undirected,0.541697
38,164,Undirected,0.466850
38,166,Undirected,0.501234
38,168,Undirected,0.537170
38,186,Undirected,0.420148
38,187,Undirected,0.421376
39,49,Undirected,0.543421
39,99,Undirected,0.626153
39,113,Undirected,0.418949
39,114,Undirected,0.418830
39,127,Undirected,0.417089
39,164,Undirected,0.417718
39,166,Undirected,0.510166
40,45,Undirected,0.431285
40,46,Undirected,0.488523
40,47,Undirected,0.443062
40,55,Undirected,0.820516
40,59,Undirected,0.402377
40,75,Undirected,0.469146
40,84,Undirected,0.402294
40,91,Undirected,0.641120
40,104,Undirected,0.460630
40,106,Undirected,0.459153
40,112,Undirected,0.411957
40,125,Undirected,0.446560
40,133,Undirected,0.447272
40,139,Undirected,0.513255
40,149,Undirected,0.598768
40,167,Undirected,0.582400
40,168,Undirected,0.515752
40,186,Undirected,0.426645
40,187,Undirected,0.443793
40,191,Undirected,0.421729
40,193,Undirected,0.494980
40,196,Undirected,0.413263
41,103,Undirected,0.580832
41,118,Undirected,0.488795
41,162,Undirected,0.473263
41,190,Undirected,0.443825
42,113,Undirected,0.436590
42,124,Undirected,0.435013
42,169,Undirected,0.522146
42,183,Undirected,0.502012
43,72,Undirected,0.447096
43,78,Undirected,0.603710
43,101,Undirected,0.595505
43,140,Undirected,0.402972
44,54,Undirected,0.622366
44,70,Undirected,0.634197
44,89,Undirected,0.843718
44,102,Undirected,0.578905
44,105,Undirected,0.471840
44,108,Undirected,1.061654
44,131,Undirected,0.576876
44,138,Undirected,0.632451
44,142,Undirected,0.679673
44,158,Undirected,0.595208
44,159,Undirected,0.506721
44,172,Undirected,0.401125
44,175,Undirected,0.668294
44,177,Undirected,0.639138
44,179,Undirected,0.433791
44,189,Undirected,0.456348
44,192,Undirected,0.473970
44,195,Undirected,0.782760
45,47,Undirected,0.467777
45,48,Undirected,0.414203
45,55,Undirected,0.480080
45,67,Undirected,0.474961
45,79,Undirected,0.458067
45,84,Undirected,0.559153
45,94,Undirected,0.528431
45,148,Undirected,0.511053
45,178,Undirected,0.490437
46,49,Undirected,0.418919
46,51,Undirected,0.439913
46,58,Undirected,0.812788
46,81,Undirected,0.656857
46,82,Undirected,0.598235
46,91,Undirected,0.435487
46,95,Undirected,0.419997
46,104,Undirected,0.514541
46,106,Undirected,0.467255
46,109,Undirected,0.544544
46,114,Undirected,0.477364
46,127,Undirected,0.426955
46,133,Undirected,0.410937
46,139,Undirected,0.586245
46,147,Undirected,0.661989
46,149,Undirected,0.416055
46,166,Undirected,0.624590
46,174,Undirected,0.827810
46,186,Undirected,0.428552
46,191,Undirected,0.498538
47,55,Undirected,0.430937
47,67,Undirected,0.490310
47,84,Undirected,0.591858
47,94,Undirected,0.414401
47,135,Undirected,0.625897
47,148,Undirected,0.455335
47,178,Undirected,0.612126
48,58,Undirected,0.498656
48,62,Undirected,0.589196
48,70,Undirected,0.409653
48,89,Undirected,0.447017
48,92,Undirected,0.469796
48,100,Undirected,0.400210
48,105,Undirected,0.641665
48,122,Undirected,0.506191
48,138,Undirected,0.426756
48,152,Undirected,0.485756
48,155,Undirected,0.476279
48,172,Undirected,0.517100
48,179,Undirected,0.597003
48,189,Undirected,0.432739
48,192,Undirected,0.403976
48,195,Undirected,0.427486
48,199,Undirected,0.479625
49,51,Undirected,0.459684
49,53,Undirected,0.450608
49,58,Undirected,0.443482
49,62,Undirected,0.419183
49,72,Undirected,0.654310
49,82,Undirected,0.483346
49,91,Undirected,0.494351
49,99,Undirected,0.413200
49,101,Undirected,0.425089
49,104,Undirected,0.436890
49,106,Undirected,0.415298
49,107,Undirected,0.513019
49,109,Undirected,0.496814
49,127,Undirected,0.416914
49,133,Undirected,0.445097
49,139,Undirected,0.552658
49,140,Undirected,0.570813
49,153,Undirected,0.566416
49,166,Undirected,0.430431
49,174,Undirected,0.537337
49,186,Undirected,0.544905
49,187,Undirected,0.407242
49,191,Undirected,0.414561
49,193,Undirected,0.502730
50,64,Undirected,0.771169
50,65,Undirected,0.434507
50,73,Undirected,0.532550
50,79,Undirected,0.434759
50,90,Undirected,0.582809
50,93,Undirected,0.507733
50,95,Undirected,0.548994
50,96,Undirected,0.456531
50,97,Undirected,0.403592
50,114,Undirected,0.484015
50,115,Undirected,0.526844
50,125,Undirected,0.418810
50,132,Undirected,0.439598
50,134,Undirected,0.506035
50,136,Undirected,0.659059
50,151,Undirected,0.422858
50,156,Undirected,0.599492
50,161,Undirected,0.471596
50,163,Undirected,0.510046
50,171,Undirected,0.565895
50,180,Undirected,0.401330
50,182,Undirected,0.584024
50,188,Undirected,0.520121
50,197,Undirected,0.465718
51,57,Undirected,0.401819
51,58,Undirected,0.599853
51,62,Undirected,0.407634
51,72,Undirected,0.559095
51,82,Undirected,0.438721
51,91,Undirected,0.577008
51,104,Undirected,0.586537
51,109,Undirected,0.969654
51,133,Undirected,0.467784
51,139,Undirected,0.646496
51,160,Undirected,0.752378
51,174,Undirected,0.545347
51,186,Undirected,0.408830
51,191,Undirected,0.473109
52,86,Undirected,0.807694
52,176,Undirected,0.440848
53,57,Undirected,0.420022
53,71,Undirected,0.551125
53,74,Undirected,0.568258
53,83,Undirected,0.488937
53,91,Undirected,0.406757
53,107,Undirected,0.436995
53,112,Undirected,0.469443
53,113,Undirected,0.454716
53,141,Undirected,0.421655
53,144,Undirected,0.572558
53,149,Undirected,0.434063
53,164,Undirected,0.401794
53,186,Undirected,0.453087
53,187,Undirected,0.412245
53,193,Undirected,0.426317
53,196,Undirected,0.560070
54,70,Undirected,0.820206
54,81,Undirected,0.657788
54,85,Undirected,0.496418
54,89,Undirected,0.960959
54,97,Undirected,0.464961
54,102,Undirected,0.545822
54,105,Undirected,0.636530
54,108,Undirected,0.725729
54,131,Undirected,0.648163
54,138,Undirected,0.824185
54,142,Undirected,1.114385
54,147,Undirected,0.452516
54,150,Undirected,0.449458
54,159,Undirected,0.483886
54,170,Undirected,0.609728
54,172,Undirected,0.560294
54,175,Undirected,0.447000
54,177,Undirected,0.851681
54,179,Undirected,0.614979
54,189,Undirected,0.589309
54,195,Undirected,0.515385
55,59,Undirected,0.601120
55,67,Undirected,0.565246
55,76,Undirected,0.509034
55,79,Undirected,0.854650
55,83,Undirected,0.479789
55,119,Undirected,0.570381
55,123,Undirected,0.438198
55,125,Undirected,0.678287
55,128,Undirected,0.495854
55,137,Undirected,0.457951
55,146,Undirected,0.414463
55,161,Undirected,0.575796
55,167,Undirected,0.544238
55,168,Undirected,0.636273
55,178,Undirected,0.426328
55,182,Undirected,0.472346
55,184,Undirected,0.647031
55,196,Undirected,0.455072
55,197,Undirected,0.412681
56,61,Undirected,0.539712
56,73,Undirected,0.449290
56,82,Undirected,0.400523
56,125,Undirected,0.485943
56,149,Undirected,0.438945
56,151,Undirected,0.446204
56,156,Undirected,0.510123
56,167,Undirected,0.403646
57,71,Undirected,0.547490
57,74,Undirected,0.458366
58,62,Undirected,0.475342
58,72,Undirected,0.514127
58,81,Undirected,0.547575
58,82,Undirected,0.519592
58,91,Undirected,0.527846
58,95,Undirected,0.433658
58,97,Undirected,0.439889
58,104,Undirected,0.562806
58,105,Undirected,0.538987
58,106,Undirected,0.456627
58,109,Undirected,0.738831
58,114,Undirected,0.425489
58,122,Undirected,0.446860
58,127,Undirected,0.424434
58,133,Undirected,0.429183
58,139,Undirected,0.660307
58,147,Undirected,0.485244
58,163,Undirected,0.409773
58,166,Undirected,0.501568
58,174,Undirected,0.850325
58,179,Undirected,0.504118
58,186,Undirected,0.424333
58,191,Undirected,0.545441
58,193,Undirected,0.408857
58,195,Undirected,0.407701
59,66,Undirected,0.419241
59,67,Undirected,0.637535
59,79,Undirected,0.513865
59,83,Undirected,0.556874
59,119,Undirected,0.793549
59,121,Undirected,0.403785
59,125,Undirected,0.418905
59,128,Undirected,0.490094
59,137,Undirected,0.511202
59,144,Undirected,0.556688
59,146,Undirected,0.436226
59,161,Undirected,0.448435
59,168,Undirected,0.481140
59,178,Undirected,0.509371
59,184,Undirected,0.676940
59,200,Undirected,0.399886
60,65,Undirected,0.460314
60,66,Undirected,0.415964
60,76,Undirected,0.424340
60,79,Undirected,0.460145
60,90,Undirected,0.422257
60,93,Undirected,0.448729
60,96,Undirected,0.567729
60,98,Undirected,0.417312
60,111,Undirected,0.487030
60,123,Undirected,0.629304
60,134,Undirected,0.483355
60,146,Undirected,0.409394
60,154,Undirected,0.495666
60,157,Undirected,0.586752
60,161,Undirected,0.402910
60,171,Undirected,0.403015
60,180,Undirected,0.498368
60,185,Undirected,0.417166
61,73,Undirected,0.594288
61,82,Undirected,0.547116
61,95,Undirected,0.637163
61,99,Undirected,0.438414
61,104,Undirected,0.401074
61,106,Undirected,0.465193
61,114,Undirected,0.413204
61,125,Undirected,0.455489
61,127,Undirected,0.455448
61,133,Undirected,0.502493
61,149,Undirected,0.634402
61,151,Undirected,0.517169
